ID,Description,Entry_ID,Antonym,Bibliographical_Reference,Encyclopedic_Info,Etymology_Source,Infobox,Infobox_Teanu,Lexical_Function_Gloss,Literally,Media_IDs,Scientific_Name,Semantic_Domain,Sense_Comment,Synonym,Syntactic_Restriction,Typical_Subject
SN001323,sea cucumber,mebele_1,,,,,,,,,,Holothuriidae spp,Zool ; Sea,,,,
SN001324,butterfly,mebeli_1,,,,,,,,,714d906929852e66f828473662d75cd7,Lepidoptera spp,Ins,,,,
SN001325,"lead ‹s.o.›, whether in motion or in action",LX000261,,,,,,,,,,,,,,,
SN001326,"mislead, deceive, lie to ‹s.o.›",LX000261,,,,,,,,,,,,esp,,,
SN001327,"lure ‹fish+› with a bait, hence bait ‹fish›, angle for fish",LX000261,,,,,,,angle for fish,,,,,,,,
SN001328,"ripe, ready to eat",medebe_1,,,,,,,,,,,,,,,"soft-fleshed fruit: Pometia [teno](teno_1), breadfruit [bale](bale_1)"
SN001329,cold,medigo_1,,,,,,,,,,,,,,,
SN001330,"peace of mind, tranquillity",medigo_1,,,,,,,,,,,,fig,,,
SN001331,Victory leaf (Agavaceae),mediro_1,,,,,,,,,,Cordyline fruticosa ; Cordyline terminalis,Bot,,,,
SN001332,lightning in the sky,megilo_1,,,,,,,,,,,,,,,
SN001333,"climatic disaster leading to famine; hence famine, massive and unexpected food shortage in a population",melevele_1,,,,,,,,,,,,,,,
SN001334,a shrub (Verbenaceae) whose food was traditionally consumed in case of famine,melevele_1,,,,,,,,,,Vitex trifolia,Bot,meton,,,
SN001335,"‘famine food’: plant that is not ordinarily used as a staple, yet is known to be edible enough to be consumed in case of crop shortage or disaster",vilo_peini_melevele_1,,,,,,,,plant for disaster,,,,,,,
SN001336,cliff,melevoko_1,,,,,,,,,,,Geo,,,,
SN001337,"hurt, be painful",LX000262,,,,,,,,,,,,,,,body part
SN001338,pain,melia_1,,,,,,,,,,,,,,,
SN001339,children: irregular plural of [menu](menu_1) or [apali](apali_1) ‘child’,meliko_1,,,Morph.: Almost always preceded by plural clitic [da=](LX000079).,,,,,,,,,,,,
SN001340,tongue,memia_1,,,,,,,,,,,Anat,,,,
SN001341,clitoris,memia_matailo_1,,,,,,,,tongue of vulva,,,Anat,vulg,,,
SN001342,feel a bitter taste,memia_2,,,,,,,,,,,,,,Sbj = [ije](ije_1) ‘teeth’,
SN001343,Ruddy Turnstone,LX000263,,,,,,,,baby turtle,,Arenaria interpres,Ornith,,,,
SN001344,"dislike, not want s.th.",LX000264,,,,,,,,,,,,,,,
SN001345,"reject, refuse; say no",LX000264,,,,,,,,,,,,,,,
SN001346,"be tired of, fed up with ‹s.th.›",LX000264,,,,,,,,,,,,,,,
SN001347,"child, baby",menu_1,,,,,,,,,4c9827553c3509899d887bfdbb0e94d4,,,,apali_1,,
SN001348,"child ‹of s.o.›: son, daughter",menu_1,,,,,,,,,,,Kin,,,relational,
SN001349,"son-in-law, daughter-in-law",menu_1,uku_1,,,,,,,,,,Kin,somet,,classificatory child,
SN001350,small ‹of animal›,menu_1,,,,,,,,,,,,rare,neido_1,,
SN001351,bird,menuko_1,,,,,,,,,,,Zool,,,,
SN001352,animal,menuko_1,,,,,,,,,,,,somet,,,
SN001353,"figurehead, typic. in the shape of a bird, at the prow of a canoe; hence prow",menuko_1,,,,,,,,,,,Naut,,noma_1,,canoe
SN001354,"friend, companion",menuko_2,,,,,,,,,,,,,,,
SN001355,"boyfriend or girlfriend, in a romantic sense",menuko_2,,,,,,,,,,,,esp,,,
SN001356,thin,LX000265,abiaini_1,,,,,,,,,,,,,,
SN001357,"top ‹of tree, [vilo](vilo_1)›",mengela_1,,,,,,,,,,,,,wowo_1,,
SN001358,"end ‹of s.th., esp. wooden›",mengela_1,,,,,,,,,,,,,,,
SN001359,"piece ‹of wood, [vilo](vilo_1)›, stick",mengela_1,,,,,,,,,,,,,vilo_1,,
SN001360,irrealis negation,metae_1,,,,,,,,,,,Gram,,,"often combined with [kape](kape_1) ‘irrealis, future’",
SN001361,won't,metae_1,,,,,,,,,,,Gram,,,,
SN001362,can't: be unable to,metae_1,,,,,,,,,,,,,,,
SN001363,can't: be unlikely to,metae_1,,,,,,,,,,,,,,,
SN001364,can't: not be allowed to,metae_1,,,,,,,,,,,,,,,
SN001365,shouldn't,metae_1,,,,,,,,,,,,rare,,,
SN001366,to no avail; no way,metae_2,,,,,,,,,,,,,tae_2,used absolutely,
SN001367,shy away from ‹s.o.›; show an appropriate sense of modesty before ‹s.o.›,LX000266,,,,,,,,,,,,,,,s.o.
SN001368,"be shy, timid; shy away (from, [ñe](LX000313))",LX000267,,,,,,,,shy of oneself,,,,,,reflexive structure,
SN001369,moon,metele_1,,,,,,,,,,,,,,,
SN001370,month,metele_1,,,,,,,,,,,,,,,
SN001371,sky,meteliko_1,,,,,,,,,,,,,,,
SN001372,sink,LX000268,,,,,,,,,,,,,,,ship+
SN001373,sharp,metene_1,,,,,,,,,,,,,,,blade+
SN001374,"front yard: private, open-air area in front of a house",mevele_1,,,,,,,,,,,,,mata_moe_1,,
SN001375,"breathing, air",mevia_1,,,,,,,,,,,,,,,
SN001376,"breathe; hence take some rest, have a pause",LX000269,,,,,,,,release air,,,,,,,
SN001377,"sea eel, esp. moray eel",meviko_1,ngilo_1,,,,,,,,612d4028bc5d497436f7f465472b0588,Muraenidae spp,Fish,,,,
SN001378,Giant moray,meviko_lekele_1,,,,,,,,eel flying-fox,,Gymnothorax javanicus,Fish,,,,
SN001379,"sea krait, seasnake",meviko_takataka_1,,,,,,,,striped eel,e44a665fa653e4057e407a1d4990a409,Laticauda semifasciata,Fish,,abilo_peini_revo_1,,
SN001380,"war, conflict",meviro_1,,,,,"War in Vanikoro: In the old days, the Lovono tribe used to wage war with Tanema, and with Teanu. When the wars ended, they finally lived in peace.","meviro: Noma, dapa Lovono li-ejau meviro li-kamai Tanema li-lui Teanu. Meviro awoiu, ka li-te ne basavono wako.",,,,,,,,,
SN001381,urinate,LX000270,,,,,,,,,,,,,,,
SN001382,smell ‹of s.th.›,miakaia_1,,,,,,,,,,,,,mie_1,,
SN001383,cycad,mibile_1,,,,,,,,,85bc38172cd14a6174fe0946247c8750,Cycas bougainvilleana,Bot,,,,
SN001384,smell ‹of s.th.›,mie_1,,,,,,,,,,,,,miakaia_1,,
SN001385,(be) smelly,mie_2,,,,,,,,,,,,,,,
SN001386,"a little, a bit",mijaka_1,,,,,,,,,,,,freq,,,
SN001387,do what?,LX000271,,,,,,,be why?,,,,,,,interrogative verb,
SN001388,… or what? Uttered when hesitating about a proper verb,LX000271,,,,,,,,,,,Disc,,,tag question,
SN001389,"do what to ‹s.o., s.th.›",LX000272,,,,,,,,,,,,,,,
SN001390,earthquake,miko_1,,,,,,,,,,,,,,,
SN001391,Forktail rabbitfish,mikodo_1,,,,,,,,,,Siganus argenteus,Fish,,,,
SN001392,dry,mimione_1,LX000090,,,,,,,,,,,,,,
SN001393,"light, of light weight",mimione_1,motoro_1,,,,,,,,,,,,,,
SN001394,"of minor importance, futile; unimpressive, mediocre",mimione_1,motoro_1,,,,,,,,,,,fig,,,
SN001395,"Ablative preposition: from, out of",mina_1,,,,,,,,,,,,,,,
SN001396,"anaphoric counterpart of the Ablative preposition: ‘from it’, ‘of it’; hence away, off",mina_2,,,,,,,,from it,,,,,,,
SN001397,give,LX000273,,,"The sense ‘give’ is now expressed by a serial verb [~la ~mini](LX000198), or [~lamini](LX000212).",,,,,,,,,rare,,,
SN001398,"celebrate, hold ‹ritual›",LX000273,,,,,,,,,,,,,,,
SN001399,(take V) and give it to ‹s.o.›,LX000274,,,,,,,,,,,,,,after [~la](LX000194) ‘take’,
SN001400,"(do V) for ‹s.o.›, for the benefit of ‹s.o.›. Equivalent of a Dative",LX000274,,,,,,,,,,,,,se_1,with other verbs,
SN001401,when? in the future,minga_1,penanga_1,,,,,,,,,,,,,,
SN001402,"one day, in the future",minga_2,,,,,,,,,,,,,moro_iote_1,,
SN001403,"cuttlefish, squid",miro_1,,,,,,,,,,Sepia sp.,Fish,,,,
SN001404,a little,mjaka_1,,,,,,,,,,,,,,,
SN001405,be lazy,LX000275,,,,,,,,,,,,,magobe_1,,
SN001406,immediately; as soon as,mo_1,,,,,,,,,,,,,,,
SN001407,"make noise, call",LX000276,,,,,,,,,,,,,,,animal
SN001408,"talk, utter words, considered as a general faculty (vs [~vete](LX000477) ‘say s.th.’)",LX000276,,,,,,,,,,,,,LX000478,,human
SN001409,"speak with a stern tone of voice, esp. in giving a lesson or firm advice; hence scold, argue (with s.o., [se](se_1))",LX000277,,,,,,,,talk strong,,,,,,,
SN001410,talk for a long time,LX000278,,,,,,,,talk lengthy,,,,,,,
SN001411,speak slowly; whisper,LX000279,,,,,,,,talk slow,,,,,,,
SN001412,"speak with a loud voice, e.g., when in anger",LX000280,,,,,,,,talk big,,,,,,,
SN001413,speak properly or appropriately,LX000281,,,,,,,,talk straight,,,,,,,
SN001414,"be talkative, talk too much",LX000282,,,,,,,,talk a lot,,,,,,,
SN001415,morning,mobo_1,,,,,,,,,,,,arch,,,
SN001416,tomorrow,mobo_2,,,,,,,,,,,,,,,
SN001417,"large seed, stone",mobo_3,,,,,,,,,,,Bot,,vese_1,,breadfruit+
SN001418,dream,LX000283,,,,,,,,,,,,,,,
SN001419,"hole, opening",moboe_1,,,,,,,,,,,,,mata_1 ; mwa_1,,
SN001420,"cavity in the reef, where puddles of rain or sea water form naturally",moboe_voko_1,,,,,,,,stone hole,,,,,,,
SN001421,k.o. lawyer-cane or rattan,moboro_1,,,,,,,,,,Calamus spp ; Flagellaria spp,Bot,,,,
SN001422,k.o. green lizard,mobosigie_1,,,,,,,,,,,Zool,,,,
SN001423,house: tradit. wooden construction with bamboo wallings and sago thatch,moe_1,,,,,,,,,2671900074c6d271a5a53fd741a4101b,,,,,,
SN001424,"structure or place analogous to a house, in its shape or its function",moe_1,,,,,,,,,,,,gen,,,
SN001425,church,moe_etapu_1,,,,,,,,holy house,,,Christ,,,,
SN001426,"place (typic. cave), whether covered or not, haunted by spirits or deities ([tadoe](tadoe_1)); hence heathen temple",moe_ma_tadoe_1,,,"Anth: Ancestral priests ([taluaito](taluaito_1)) are represented visiting this place to worship ([~tamava](LX000405)) their gods, and send prayers or imprecations.",,,,,gods’ lair,,,Spirit ; Myth ; Ethn,,,,
SN001427,"cooked, done",moioe_1,motoe_1,,,,,,,,,,Food,,,,
SN001428,worship,LX000284,,,,,,,,,,,,,LX000405,,
SN001429,coral; esp. large coral formation,moko_1,,,,,,,,,,,,,viro_2,,
SN001430,flat reef forming the shore of an island,moko_1,,,,,,,,,,,,,noma_3 ; touro_1,,
SN001431,"dry area on the reef, out of the sea's reach",moko_taniboro_1,,,,,,,,,,,,,,,
SN001432,sleep,LX000285,,,,,,,,,,,,,,,
SN001433,"wink, blink; hence feel sleepy",LX000285,,,,,,,,,,,,,,,"eyes, [mata](mata_1)"
SN001434,empty,moli_1,,,,,,,,,,,,,LX000488,,
SN001435,"deprived of any binding rule: hence free, unconstrained, random",moli_1,,,,,,,,,,,,,,,
SN001436,"foreigner, stranger",moli_1,,,,,,,,,,,,,,,s.o.
SN001437,early,moli_1,,,,,,,,,,,,rare,,,
SN001438,"in an unconstrained way: freely, easily",moli_2,,,,,,,,,,,,,,,
SN001439,"without expected effects: hence (do) in vain, for nothing; with no satisfying result",moli_2,,,,,,,,,,,,,,,
SN001440,"(do/buy) for free, with nothing in exchange",moli_2,,,,,,,,,,,,hence,,,
SN001441,"without expected ingredients: hence minimally, simply, in a sober or pure fashion",moli_2,,,,,,,,,,,,,,,"eat, drink+"
SN001442,"with no binding rules or ties: hence randomly, aimlessly, haphazardly",moli_2,,,,,,,,,,,,,,,
SN001443,"only, exclusively",moli_2,,,,,,,,,,,,,LX000318,,
SN001444,"be free (opp. be busy, or married, etc.)",LX000286,,,,,,,,sit/live unconstrained,,,,,,,s.o.
SN001445,"be random; go with no specific rules; hence not matter, etc.",LX000287,,,,,,,,go aimlessly,,,,,,serialised after a verb,
SN001446,red,moloe_1,,,,,,,,,,,,,,,
SN001447,wander; stroll around,LX000288,,,,,,,,,,,,,,,
SN001448,"play (with, [ne](ne_1))",LX000288,,,,,,,,,,,,,,,
SN001449,"broken asunder, split",molongo_1,,,,,,,split s.th.,,,,,,,,
SN001450,morning,momobo_1,,,,,,,,,,,,,,,
SN001451,old woman: a respectful term,momoso_1,amoso_1,,,,,,,,,,,,,,
SN001452,adult woman (opp. [emele aplaka](emele_aplaka_1) ‘young girl’),momoso_1,,,,,,,,,,,,,,,
SN001453,wife,momoso_1,,,,,,,,,,,Kin,‡,,possessed,
SN001454,"broad, wide",mona_1,nero_1,,,,,,,,,,,,,,
SN001455,"breadth, width",mona_2,,,,,,,,,,,,,,,
SN001456,"a sturdy, round wooden mortar used in cooking, esp. to pound taros and Canarium almonds ([vongoro](vongoro_1)) during the preparation of the pudding ([mama](mama_2))",monone_1,,,,,,,,,,,,,,,
SN001457,"a sturdy box, typic. made of wood, where to stow things; chest, trunk",monone_1,,,,,,,,,,,Mod,,,,
SN001458,"day, from daybreak ([vono i-sodo](vono_i-sodo_1)) to dusk ([vonila](vonila_1))",moro_1,bwogo_1,,,,,,,,,,,,,,
SN001459,Cresent grunter,moro_2,,,,,,,,,,Terapon jarbua,Fish,,,,
SN001460,Oriental sweetlips,moro_peini_pwa_motono_1,,,,,,,,moro1 fish from the ocean,8c92de19a81f3582d61e6f7ebf5e09fa,Plectorhynchus orientalis,Fish,,,,
SN001461,"one day, in the past or future",moro_iote_1,,,,,,,,a day,,,,,moro_waini_1,,
SN001462,the next day,moro_iote_1,,,,,,,,the other day,,,,,,,
SN001463,"one day, in the past or future",moro_waini_1,,,,,,,,a day once,,,,,moro_iote_1,,
SN001464,once upon a time,moro_waini_1,,,,,,,,,,,,,,formula,
SN001465,"ripe, well grown, ready to harvest",moso_1,,,,,,,,,,,,,,,"taro, fruit+"
SN001466,"compound element found in several (now opaque) words referring to old age and maturity: [amoso](amoso_1), [momoso](momoso_1), [makumoso](makumoso_1).",moso_1,,,,,,,,,,,,fig,,,
SN001467,"right hand, right hand side",moso_2,mouro_1,,,,,,,,,,,,,,
SN001468,"ripe, ready to eat",LX000289,,,,,,,,,,,,,,,nut+
SN001469,"raw, uncooked",motoe_1,moioe_1,,,,,,,,,,Food,,,,
SN001470,new,motoe_1,velia_1,,,,,,,,,,,,,,
SN001471,wound,motomoro_1,,,,,,,,,,,,,,,
SN001472,sucker on the tentacles of squids and octopodes,motomoro_1,,,,,,,,,,,,,,,
SN001473,"open sea, deep sea, ocean (opp. [revo](revo_1), sea close to land)",motono_1,,,,,,,,,,,,,ngamuli_1,,
SN001474,heavy,motoro_1,mimione_1,,,,,,,,,,,,,,
SN001475,"important, major, significant",motoro_1,,,,,,,,,,,,fig,,,
SN001476,"respectful; considerate, esp. towards elders and institutions",motoro_1,,,,,,,,,,,,,,,behaviour
SN001477,"formal, carefully worded; sounding nice, idiomatic",motoro_1,mimione_1,,,,,,,,,,,,,,speech
SN001478,"be respectful towards ‹s.o.›, respect",LX000290,,,,,,,,hold heavy,,,,,,,
SN001479,"barren, rocky plateau, typic. resulting from a landslide",motovo_1,,,,,,,,,,,,,,,
SN001480,"name of a spot on the east coast of Banie island, facing Teanu",Ne_Motovo_Pine_1,,,,,,,,the great plateau,,,Geo,,,,
SN001481,"name of a spot on the east coast of Banie island, facing Teanu; close to the latter",Ne_Motovo_Aplaka_1,,,,,,,,the small plateau,,,Geo,,,,
SN001482,wait! hang on!,mou_1,,,,,,,,,,,,,,,
SN001483,let X happen first: introduces,mou_1,,,,,,,,,,,,,,+ ([kape](kape_1) +) irrealis clause,
SN001484,left hand; left side,mouro_1,moso_2,,,,,,,,,,,,,,
SN001485,"bunch, group, cluster, set",mouro_2,,,,,,,,,,,,,,,
SN001486,"shoal, swarm, gaggle, flock+",mouro_2,,,,,,,,,,,,,,,animal
SN001487,bunch,mouro_2,,,,,,,,,,,,,LX000406,,bananas
SN001488,"pixies, elves, hobbits: mythological creature of the forest, of short height",mouro_3,,,Common figure in the Solomon Islands: cf. the “Manague” and the “Kakamora” on Makira.,,,,,,,,Myth,,muliabe_1,preceded with [dameliko](dameliko_1) ‘children’,
SN001489,k.o. black rock,movoko_1,,,,,,,,,,,,,,,
SN001490,"Black Stone, name of a spot on the east coast of Banie",Ne_Movoko_1,,,,,,,,,,,Geo,,,,
SN001491,up in the air,moworo_1,,,,,,,,,,,,,,,
SN001492,be smooth,LX000291,jiejie_1,,,,,,,,,,,,,,
SN001493,be slippery,LX000291,,,,,,,,,,,,,,,
SN001494,unripe,mubule_1,,,,,,,,,,,,,,,
SN001495,"not know, be ignorant of ‹s.th.›; have no idea (if, [~ko](LX000166))",LX000292,LX000331,,[~mui](LX000292) ‘not know’ serves as the suppletive negation of [~ovei](LX000331) ‘know’.,,,,,,,,,comm,,static reading,
SN001496,"be unable (to do, [pe](pe_3)+Clause)",LX000292,LX000331,,Synt.: The subordinate verb can be either Realis or Irrealis.,,,,,,,,,,,,
SN001497,"forget, be unable to remember ‹s.th.›",LX000292,LX000502,,,,,,,,,,,,,dynamic reading,
SN001498,"forget (to do, [pe](pe_3)+Clause)",LX000292,,,,,,,,,,,,,,,
SN001499,"forget ‹object›, leave behind",LX000292,,,,,,,,,,,,rare,,,
SN001500,fly,muko_1,,,,,,,,,,,Ins,,,,
SN001501,mosquito,muko_1,,,,,,,,,12e19afa03c35416d15d71d286c0f95e,,Ins,,,,
SN001502,k.o. fly,LX000293,,,,,,,,shit fly,,,,,,,
SN001503,mosquito,muko_pe_i-ke_idi_1,,,,,,,,fly/mosquito that bites people,,,,,,periphrasis for disambiguation,
SN001504,affine of same generation (vs. [uku](uku_1)),mule_1,,,,,,,,,,,Kin,,,,
SN001505,"sibling-in-law, whether male or female: spouse of o.'s sibling (ZH, BW), or sibling of o.'s spouse (WB, WZ, HB, HZ)",mule_1,,,,,,,,,,,,,,ego male or female,
SN001506,"spouse of o.'s cross-cousin, cousin by marriage (MBDH, MBSW; FZDH, FZSW; HFZC, WFZC…)",mule_1,,,,,,,,,,,,,,,
SN001507,"pixies, elves, hobbits: mythological creature of the forest, of short height",muliabe_1,,,Common figure in the Solomon Islands: cf. the “Manague” and the “Kakamora” on Makira.,,,,,,,,Myth,,mouro_3,preceded with [dameliko](dameliko_1) ‘children’,
SN001508,knot,mulusa_1,,,,,,,,,,,,,,,bamboo+
SN001509,"covet, desire ‹s.th.›",LX000294,,,,,,,,,,,,,,,
SN001510,feel sexual desire for ‹s.o.›; fall in love,LX000294,,,,,,,,,,,,esp,,,
SN001511,"insane, crazy",mumule_1,LX000110,,,,,,,,,,,,,,
SN001512,"crazy in love, infatuated",mumule_1,,,,,,,,,,,,fig,,,
SN001513,smooth,LX000295,didie_1,,,,,,,,,,,,,,
SN001514,mouth,mwa_1,,,,,,,,,,,Anat,,,,
SN001515,"opening, hole",mwa_1,,,,,,,,,,,,,mata_1 ; moboe_1,,
SN001516,lips,bele_mwa_2,,,,,,,,skin of mouth,,,Anat,,,,
SN001517,anus,mwa_tedele_1,,,,,,,,,,,Anat,,mabukaia_1,,
SN001518,Orangespine Unicornfish,mwadoe_1,,,,,,,,,,Naso lituratus,Fish,,,,
SN001519,ginger,mwaele_1,,,,,,,,,,Zingiber officinale,Bot,,,,
SN001520,yellow,mwaele_2,,,,,,,,,,,,,,,
SN001521,yellow stone (sulphur ?) used as dye,voko_mwaele_1,,,,,,,,yellow stone,,,,,,,
SN001522,"be disgusted (by s.th., [ne](ne_1)), get sick",LX000296,,,,,,,,,,,,,,,
SN001523,"human, as opp. to animals, or to supernatural beings",mwaliko_1,,,,,,,,,,,,,,,
SN001524,a person,mwaliko_2,,,"Phraseol.: While [mwaliko](mwaliko_1) can take on a generic or indefinite reading, this meaning is more often achieved using the impersonal pronoun [idi](idi_1), or corresponding 3pl generic subject marker [li-](li-_1).",,,,,,,,,,,non-specific gender,
SN001525,man,mwaliko_2,emele_1,,,,,,,,,,,,mwalikote_1,male,
SN001526,husband,mwaliko_2,,,,,,,,,,,,,amoso_1,possessed,
SN001527,"someone, somebody",mwaliko_iote_1,,,,,,,,a person,,,,,,,
SN001528,"important person, dignitary; leader",mwaliko_pine_1,,,,,,,,great man,,,,,teliki_1,,
SN001529,the Christian God,mwaliko_pine_1,,,,,,,,,,,Christ,,LX000012,,
SN001530,"male: boy, man",mwalikote_1,emele_1,,,,,,,,,,,,mwaliko_2,,s.o.
SN001531,male,mwalikote_1,,,,,,,,,,,,,,,animal
SN001532,"male, i.e. sterile variety of a plant",mwalikote_1,,,,,,,,,,,Bot,,,,plant
SN001533,Coral rabbitfish,mwatagese_1,,,,,,,,,,Siganus corallinus,Fish,,,,
SN001534,young unmarried boy,mwatagete_1,,,"Anth: Traditionally, male teenagers used to receive education in a Club house called [Toplau mwa gete](Toplau_mwa_gete_1).",,,,,,,,,,,,
SN001535,virgin,mwatebe_1,,,,,,,,,,,,,,,woman
SN001536,"rot, be rotten",LX000297,,,,,,,,,,,,,,,
SN001537,house,mwoe_1,,,,,,,,,,,,,,,
SN001538,"broad, wide",mwona_1,,,,,,,,,,,,,,,
SN001539,behind ‹s.o.›,LX000298,,,,,,,,in the back of,,,,,,spatial,
SN001540,"on the other side of ‹a place›: across, beyond",LX000298,,,,,,,,,,,,,,,
SN001541,after ‹a period of time›,LX000298,,,,,,,,,,,,,,,
SN001542,"afterwards, then",LX000299,,,Synt.: Typically expressed as a sentential topic.,,,,,,,,,,awoiu_1,temporal,
SN001543,"after, once (an event takes place)",LX000300,,,,,,,,,,,,rare,,foll. by clause,
SN001544,this N,na_1,,,,,,,,,,,,,,noun modifier,
SN001545,this,na_1,,,,,,,,,,,,,,head of NP,
SN001546,deictic frequently associated with personal pronouns; usually not translated,na_1,,,,,,,,,,,,,,,
SN001547,here,na_2,,,,,,,,,,,,,,,
SN001548,now,na_2,,,,,,,,,,,,,basavono_na_1,,
SN001549,Focus marker,na_3,,,,,,,,,,,Gram,,,,
SN001550,"place of ‹s.o., s.th.›",na_4,,,"Often implies that the event is only virtually present in the location — whether it has ceased to take place, or has not begun yet.",,,,,,,,,,,,
SN001551,location of ‹s.th.›,na_4,,,,,,,,,,,,,,,s.th.
SN001552,"remains, ruins",na_4,,,,,,,,,,,,,,,house+
SN001553,"place associated with ‹s.o.›, whether in a temporary or permanent way",na_4,,,,,,,,,,,,,,,s.o.
SN001554,itinerary taken by ‹s.o.› in a past or future journey; steps,na_4,,,,,,,,,,,,,,,
SN001555,"Shark place: name of a spot on the northwest coast of Banie island, between Lale and Lovoko",Na_boe_1,,,,,,,,place of sharks,,,,,,,
SN001556,shorter variant of [nara](nara_1)* ‘Apprehensional’,na_5,,,,,,,,,,,,,,,
SN001557,"focal deictic, speaker-centred: this one",na_ta_1,pon_ta_1,,,,,,,,,,,,,"clause-final, following demonstrative",
SN001558,"time focus, proximal: now (and not any other time)",na_ta_1,,,,,,,,,,,,,,following demonstrative with temporal value,
SN001559,"mark ‹s.th.›, leave a visible mark",LX000301,,,,,,,,,,,,,,,
SN001560,"indicate the limits of ‹s.th.›, delimit, define; hence give precise instructions",LX000301,,,,,,,,,,,,abstr,LX000441,,
SN001561,measure ‹s.th.›,LX000301,,,,,,,,,,,,,LX000441,,
SN001562,betroth ‹s.o.›; engage ‹woman› as s.o.’s future wife,LX000301,,,"The family of the man pays a solemn visit to the parents of the future bride. The engagement ceremony takes the form of a gift, esp. of customary money ([viko](viko_1)). Sometimes, a black rope ([tero](tero_1) [bworo](bworo_1)) is given to the girl to wear on her wrist, as a sign of engagement.",,,,,,,,,,LX000481 ; LX000425,,
SN001563,tobacco,nabene_1,,,,,,,,,,,,,,,
SN001564,smoke,LX000302,,,,,,,,do tobacco,,,,,,,
SN001565,k.o. black ant,nadikete_1,,,,,,,,,,,Ins,,,,
SN001566,"pole, rod, typic. made of wood",naka_1,,,,,,,,,,,Techn,,,,
SN001567,fishing rod,naka_teuko_1,,,,,,,,,,,,,,,
SN001568,"door latch, tradit. made of wood",naka_ruene_1,,,,,,,,pole for door,,,,,,,
SN001569,cloth,namolo_1,,,,,,,,,,,,,,,
SN001570,"clothes, items of clothing",namolo_1,,,,,,,,,,,,,,,
SN001571,fish,namuko_1,,,,,,,,,,,Fish,,,,
SN001572,"today, past or future",nanana_1,pepane_1 ; mobo_1,,,,,,,,,,,,,,
SN001573,nowadays,nanana_1,,,,,,,,,,,,by ext,,,
SN001574,Apprehensional modality: (s.th. negative) might (happen); hence make sure P doesn't happen,nara_1,,,,,,,,,,,Gram,,LX000311,exclamatory,
SN001575,"to avoid P, for fear that P; so that not P",nara_2,,,,,,,,,,,Gram,,,used as subordinator,
SN001576,complementizer after certain predicates: (beware+) that not,nara_2,,,,,,,,,,,Gram,,,+ ([kape](kape_1) +) Irrealis,
SN001577,"personal belongings of ‹a dead person›, consisting of various objects: clothes, mats, baskets",nasu_1,ngatene_1,,"Anth: These personal belongings were traditionally cremated ([~su](LX000388)) in a fire, during a funeral ritual. A similar yet different type of funeral ceremony, sometimes held together, ended with the sinking of the dead person's mats in the sea (see [~lu bete](LX000236)).",,"Cremating a dead person's belongings: There is a tradition on Teanu, to burn the belongings of a person who died. People will collect some of the belongings of the person who died and place them on a mat, which is then brought to the customary house ([toplau](toplau_1)). The villagers come in, drink kava and eat the pudding, while the person's belongings are there for everyone to see. Finally, the women – never the men – seize the mat with the dead person's properties, and they set fire to it.","Li-su nasu idi: Li-su nasu mwaliko pe i-bu ne telepakau Teanu. Kape li-la nasu mwaliko po i-bu pon, pine tae; li-lateli ne bete awoiu li-lui me topulau li-lateli ne to. Idi li-koie ne topulau li-anu kava awoiu li-e vekai, ia nasu mwaliko pe i-bu pon i-wene me idi le-romo. Awoiu pon ka awoiu ponta, ka daviñevi (idi mwalikote tae) daviñevi li-la bete nasu mwaliko pe i-bu i-wene ene pon li-lui ka li-su.",,,,,Ethn,,,,
SN001578,"insult ‹s.o.›, swear at ‹s.o.›",LX000303,,,,,,,,,,,,,,,
SN001579,"swear around, utter swear words",LX000304,,,,,,,,insult people,,,,,,,
SN001580,what relation to ‹s.o.›? Question word standing for kin term,nava_1,,,,,,,,,,,,,,,
SN001581,"general locative preposition: at, in, on",ne_1,,,"Morph.: The corresponding adverb is [ene](ene_2) ‘in it, there’.",,,,,,,,,,,with or without motion,
SN001582,"temporal preposition: in, at, during",ne_1,,,,,,,,,,,,,,,
SN001583,"possessive linker used with certain nouns, espec. bodily fluids",ne_2,,,Nouns such as [abo](abo_2) ‘blood’ and [ero](ero_2) ‘milk’ are original in encoding their possessor using [ne](ne_1). Yet they are also compatible with the more common linker [peini](peini_1).,,,,,,,,Gram,,,,
SN001584,"relative of (s.o.), member of o.'s kin",ne_2,,,,,,,,,,,,esp,apalimata_1,foll. by personal pronoun,
SN001585,"this: proximal demonstrative, pointing to the speaker's sphere",ne_3,,,,,,,,,,,,,,clause-finally,
SN001586,1st singular subject prefix for irrealis (opp. realis [ni-](ni-_1)),ne-_1,,,,,,,,,,,Gram,,,,
SN001587,non-productive suffix used to derive some verbs into nouns (nomen actionis),-ne_1,,,,,,,,,,,,,,,
SN001588,"flounder, sole",nebe_1,,,,,,,,,,Bothidae spp,Fish,,,,
SN001589,lemon sole,nebe_1,,,,,,,,,,Microstomus kitt,Fish,esp,,,
SN001590,New Guinea Rosewood,nebe_2,,,,,,,,,,Pterocarpus indicus,Bot,,,,
SN001591,"be night, be dark",nedemo_1,moro_1 ; tomoro_1,,,,,,,,,,,,bwogo_1,subject [temaka](temaka_1) ‘place’ explicit or not,
SN001592,during the night,nedemo_2,,,,check; Ross POc lexicon?,,,,,,,,,,,
SN001593,small ‹of animal›,neido_1,,,,,,,,,,,,,,,
