ID,Description,Entry_ID,Antonym,Bibliographical_Reference,Encyclopedic_Info,Etymology_Source,Infobox,Infobox_Teanu,Lexical_Function_Gloss,Literally,Media_IDs,Scientific_Name,Semantic_Domain,Sense_Comment,Synonym,Syntactic_Restriction,Typical_Subject
SN001594,forms diminutives,neido_1,,,,,,,,,,,,fig,,,
SN001595,"“child of (doing)”: jocular way to assign a nickname to s.o., based on his/her characteristic or habit",neido_1,,,,,,,,,,,,,,+ name of action,
SN001596,shine,LX000305,,,,,,,,,,,,,,,
SN001597,suck,LX000306,,,,,,,,,,,,vulg,,,
SN001598,"components, pieces, parts of a bigger whole",nengele_1,,,,,,,,,,,,,,,
SN001599,"parts, limbs",nengele_1,,,,,,,,,,,,,,,body
SN001600,accessories for ‹s.th.›,nengele_1,,,,,,,,,,,,,,,
SN001601,the various structural components of a house and its roof,nengele_moe_1,,,,,,,,elements of house,6be6541773b2ab694948dae32b0f4aa2,,Archi,,,,
SN001602,narrow,nero_1,mona_1,,,,,,,,,,,,,,
SN001603,"marsh, swamp",netebe_1,,,,,,,,,,,,,,,
SN001604,"mud, muddy place",netebe_1,,,,,,,,,,,,,,,
SN001605,stonefish,neuko_1,,,,,,,,,,Scorpaenidae spp,Fish,,,,
SN001606,1st singular subject prefix for realis (opp. irrealis [ne-](ne-_1)),ni-_1,,,,,,,,,,,,,,,
SN001607,ant,nidilo_1,,,,,,,,,,,Ins,,,,
SN001608,k.o. wrasse,nine_1,,,,,,,,,,,Fish,,,,
SN001609,k.o. wrasse from the deep sea,nine_peini_motono_1,,,,,,,,wrasse of the ocean,,,,,,,
SN001610,the island of Nendö or Santa Cruz,Niteni_1,,,,,,,,,,,Geo,,,,
SN001611,last night,nobwogo_1,,,,,,,,,,,,,,,
SN001612,"Cape, Point: prefix used for most capes or promontories around the coast of Vanikoro islands",LX000307,,,,,,,,,,,Geo,,,,
SN001613,sand beach,LX000308,,,,,,,,front of sand,,,,,,,
SN001614,face,noma_1,,,,,,,,,2caf1d957b6d6cebe2528bc17364023c,,Anat,,,,
SN001615,front part of ‹s.th.›,noma_1,,,,,,,,,,,,gen,,,
SN001616,end of ‹s.th.›,noma_1,,,,,,,,,,,,,,,time period
SN001617,in front,noma_2,,,,,,,,,,,,,,spatial meaning,
SN001618,"before this, previously",noma_2,,,,,,,,,,,,,,temporal meaning,
SN001619,"a long time ago, in the old days",noma_2,,,,,,,,,,,,esp,,,
SN001620,"ancient, old; historic; traditional",pe_noma_1,,,,,,,,of the past,,,,,,,
SN001621,"the people of the past, the ancestors",dapa_noma_1,,,,,,,,those before,,,,,wopine_1,,
SN001622,"promontory, cape",noma_3,,,"Most cape names begin with the syllable [Nom’](LX000307), from [noma](noma_3).",,,,,,,,,,,,
SN001623,"reef, shore",noma_3,,,,,,,,,,,,,moko_1,,
SN001624,k.o. tree,nomapu_1,,,,,,,,,,Securinega flexuosa,Bot,,,,
SN001625,"Northeasterly wind, blowing between [Tokoloutu](Tokoloutu_1) and [Tangake](Tangake_1)",Nomianu_1,,,,,,,,,,,Naut,,,,
SN001626,Nomianu: a small islet ([temotu](temotu_1)) located on the northeastern coast of Teanu island,Nomianu_2,,,,,,,,,,,,,,,
SN001627,name of the northeast cape ([Nom’](LX000307)) on Nomianu islet,LX000309,,,,,,,,,,,,,,,
SN001628,Potato yam,none_1,,,,,,,,,,Dioscorea bulbifera,Bot,,,,
SN001629,food,none_2,,,Etym.: Semantic extension of [none](none_1).,,,,,,,,,gen,,,
SN001630,"meal, dinner; esp. collective meal, feast",none_2,,,,,,,,,,,,,,,
SN001631,"Nubuko, a place located on the east coast of the main island Banie",Nubuko_1,,,,,,,,in the bay,,,Geo,,,,
SN001632,whitewood (Euphorbiaceae),nubule_1,,,,,,,,,,Endospermum medullosum,Bot,,,,
SN001633,"glasses, spectacles",nuduko_1,,,,,,,,,,,Artf,,,,
SN001634,spyglass,nuduko_1,,,,,,,,,,,,,,,
SN001635,mirror,nuduko_1,,,,,,,,,,,,,,,
SN001636,centipede,nuduro_1,,,,,,,,,,Chilopoda spp,Zool,,,,
SN001637,geometrical pattern similar in shape to a centipede,tetawene_peini_nuduro_1,,,,,,,,,,,,,,,
SN001638,"by analogy of shape with the centipede ([nuduro](nuduro_1)), designates various artefacts characterised by their length – and by similar social functions",nuduro_2,,,,,,,,,,,,,,,
SN001639,"long rope made of rattan stems ([woworo](woworo_1)) tied together, used as a scareline for fishing; “fishing rope”, “scareline”",nuduro_2,,,"Contrary to what is observed in other parts of the Pacific, this scareline does not include coconut palms or leaves.",,"Scareline fishing: When we prepare the scareline, we go cut rattan stems and tie them together. Once they're tied together it becomes a ‘scareline’ ([nuduro](nuduro_2)). Some people pull the two ends of the line towards the shore, to a dry zone; others stand in the water, on the other side of the scareline, and hit the water to (scare and) catch the fish.","~lui nuduro: Basavono pe li-ejau nuduro, li-le li-toe woworo, awoiu li-ngago. Li-ngago awoiu ka li-kila li-ko nuduro. Dapa kula li-katei noma nuduro tilu ponu, li-koioi tetakoie, i-le i-vene ne moko taniboro; dapa kula li-vio ne revo li-dai adie nuduro li-abu revo, me le-labu namuko.",,,,,,,,,
SN001640,"palm of coconut or palmtree, displayed in some specific location to mark it as private or taboo; hence taboo, ban, prohibition to enter a place",nuduro_2,,,,,,,,,,,,,,,
SN001641,"proscription, taboo, whether legal or moral",nuduro_2,,,,,,,,,,,,fig,,,
SN001642,"a fishing technique whereby a group of men surround the reef at low tide, holding a long ‘scareline’ ([nuduro](nuduro_1)), and catch the fish kept prisoner within the line",LX000310,,,,,,,,carry the scareline,,,Techn,,,,
SN001643,coconut skirt: cloth-like fibrous material at the base of the coconut tree,nuko_1,,,,,,,,,,,,,manave_1 ; laba_luro_1,,
SN001644,Apprehensional modality: (s.th. negative) might (happen),LX000311,,,,,,,,,,,Gram,,nara_1,+ [kape](kape_1) ; exclamatory,
SN001645,"polite Prohibitive: (you) shouldn't, you'd better not",LX000311,,,,,,,,,,,Gram,by ext,,,
SN001646,"lest, so that not",LX000312,,,,,,,,,,,Gram,,,used as subordinator,
SN001647,"‘(do V) with’, ‘using’: Instrumental preposition",LX000313,,,,,,,,,,,Gram,,,,
SN001648,"‘to’, ‘of’, ‘at’: oblique preposition, with some verbs governing an oblique complement",LX000313,,,,,,,,,,,,,,,
SN001649,anaphoric counterpart of the Instrumental–Oblique preposition [ñe](LX000313),LX000314,,,,,,,,,,,Gram,,,,
SN001650,"Instrumental anaphoric: ‘with it’, ‘using it’",LX000314,,,,,,,,,,,,,,,
SN001651,"‘to it’, ‘of it’, ‘at it’: Oblique anaphoric, with some verbs governing an oblique complement",LX000314,,,,,,,,,,,,,,,
SN001652,reflexive marker,LX000315,,,,,,,,,,,Gram,,,following personal pronoun,
SN001653,"oneself, by oneself: with no external input",LX000315,,,,,,,,,,,,,,,
SN001654,reciprocal marker,LX000315,,,,,,,,,,,Gram,,,following non-singular personal pronoun,
SN001655,"anaphoric oblique: ‘with it’, ‘at it’, ‘of it’",LX000316,,,,,,,,,,,,,,,
SN001656,"name of an islet, facing the village of Pakare",LX000317,,,"According to the myth, Ñivale, together with its neighbouring islet Sebei, were separated from the mainland of Banie by the legendary hero Mwasu.",,,,,,,,,,,,
SN001657,"restrictive particle: only, exclusively",LX000318,,,,,,,,,,,Gram,,,,
SN001658,only him/her/them; hence alone,LX000318,,,,,,,,,,,,,,following a personal pronoun,person
SN001659,"as, like",nga_1,,,,,,,,,,,,,,+ NP,
SN001660,"discourse technique allowing to compare elements of fiction (age of characters, physical distances) with actual elements of the discourse situation",nga_1,,,,,,,,,,,Disc,,,in fiction narratives,
SN001661,"as, like",nga_2,,,,,,,,,,,,,,+ Realis clause,
SN001662,"when, whenever; every time",nga_2,,,,,,,,,,,Gram,,,"habitual, + Realis or Irrealis",
SN001663,"if, in case",nga_2,,,,,,,,,,,,,,"conditional, + Irrealis",
SN001664,"expresses regret or blame: if only…, you should have…",nga_3,,,,,,,,,,,Disc,,,"exclamative sentence, Irrealis verb",
SN001665,"like now, like this, like today",nga_na_1,,,,,,,,like now,,,,,,,
SN001666,like this: presentative accompanying gesture or reported speech,nga_ne_1,,,,,,,,like this,,,,,LX000166,,
SN001667,"formula used when looking for words: ‘such as’, ‘like’; ‘how should I say’, ‘you know’",nga_li-ko_1,,,,,,,,like (we/they) say,,,Disc,comm,,,
SN001668,"formula used when looking for words: ‘such as’, ‘like’; ‘how should I say’, ‘you know’",nga_ebele_li-ko_1,,,,,,,,like (we/they) say,,,Disc,,,,
SN001669,"like that, in that way",nga_pon_1,nga_ne_1,,,,,,,like that,,,,,,pointing to the addressee's actions or speech,
SN001670,something like that: approximately,nga_pon_1,,,,,,,,,,,Disc,,,,
SN001671,"‘and so on’, ‘that sort of thing’. Generally not translated",nga_pon_1,,,,,,,,,,,Disc,comm,,edging strategy in speech,
SN001672,"just, only: restrictive",nga_pon_1,,,,,,,,,,,,comm,,,
SN001673,"it goes on like that, in the same manner; hence continuously, repeatedly",nga_pon_2,,,,,,,,it's like that,,,Disc,,,anaphoric reference,
SN001674,that's it,nga_pon_2,,,,,,,,,,,,,,pointing to the addressee's actions or speech,
SN001675,"Ngambe, location on the southwest coast of Banie island",Ngabe_1,,,,,,,,,,,,,,,
SN001676,"tie, bind ‹rope, string+›",LX000319,,,,,,,,,,,,,,,
SN001677,"tie ‹belt, clothing› around o.'s body",LX000319,,,,,,,,,,,,esp,,,
SN001678,string ‹a bow› for shooting; hence bend ‹bow›,LX000319,,,,,,,,,,,,,,,
SN001679,"Ngama, location on the southwest coast of Banie",Ngama_1,,,,,,,,,,,Geo,,,,
SN001680,"ocean, open sea",ngamuli_1,,,,,,,,,,,,,motono_1,,
SN001681,what,nganae_1,,,,,,,,,,,,,ae_1,,
SN001682,anything,nganae_2,,,,,,,,,,,,,,,
SN001683,thing,nganae_3,,,,,,,,,,,,,,,
SN001684,nothing,LX000320,,,,,,,,anything… not,,,,,,,
SN001685,dance festival,ngapiene_1,,,These dance festivals occur seldom nowadays; but they are central to many traditional stories.,,"Dance festivals: Among major community events on Vanikoro, the main one was a dance festival called [ngapiene](ngapiene_1). While such events occur seldom nowadays, they are central to many traditional stories. The festival revolved around a sort of greasy pole ([blateno](blateno_1)), erected in the middle of the village area ([mane](mane_1)), loaded with fruit and food. Stomping boards ([tepapa](tepapa_1)*) were laid out in a circle all around that pole, half-buried in the ground; for days on end, villagers would stomp those boards ([~wate tepapa](LX000531)) and dance ([~mako](LX000249), [~pinoe](LX000344)) in a joyful and rowdy atmosphere. Such dancing festivals could last for several weeks on end, bringing the whole community together.",,,,,,Ethn,,,,
SN001686,hold a festival,LX000321,,,,,,,,give festival,,,,,,,people
SN001687,end of the festival,ebele_ngapiene_1,,,,,,,,body of festival,,,,,,,
SN001688,k.o. dark-coloured shore crab,ngapungo_1,,,,,,,,,,Grapsus albolineatus,Sea,,,,
SN001689,how?,ngapwae_1,,,,,,,,,,,,,LX000133,,
SN001690,"same, identical (as, [nga](nga_1) or [samame](samame_1))",ngasune_1,engaiote_1,,,,,,,,,,,,,,
SN001691,"equally, alike",ngasune_2,,,,,,,,,,,,,,,
SN001692,what?,LX000322,,,,,,,,what thing,,,,,,,
SN001693,"thing, object",ngatene_1,,,,,,,,,,,,concr,,,
SN001694,s.o.'s belongings; luggage,ngatene_1,,,,,,,,,,,,esp,,,
SN001695,piece of food,ngatene_1,,,,,,,,,,,,,,,
SN001696,animal; non-human creature,ngatene_1,,,,,,,,,,,,rare,,,
SN001697,"thing; topic, issue, idea, meaning",ngatene_1,,,,,,,,,,,,abstr,,,
SN001698,"effort, activity, work",ngatene_1,,,,,,,,,,,,,,,
SN001699,scales,ngava_1,,,,,,,,,,,Anat ; Fish,,,,
SN001700,chew ‹sugarcane+› so as to suck out its juice while avoiding to eat the fibres,LX000323,,,,,,,,,,,,,,,
SN001701,who,ngele_1,nganae_1,,,,,,,,,,,,,in questions,
SN001702,er –,ngele_1,,,,,,,,,,,,freq,,when hesitating on s.o.'s name,
SN001703,someone; anyone,ngele_1,,,,,,,,,,,,,,indefinite,
SN001704,whoever,ngele_ngele_1,,,,,,,,who who,,,,,,,
SN001705,whoever; anyone who,ngele_nga_1,,,,,,,,who if,,,,,,in protasis,
SN001706,"anyone, whoever",ngele_nga_1,,,,,,,,,,,,,,in main clause,
SN001707,river eel,ngilo_1,meviko_1,,,,,,,,,Anguilliformes,Fish,,,,
SN001708,wind,ngiro_1,,,,,,,,,1815608188a5ef9c7c4d750a95456b26,,,,,,
SN001709,"bush, forest (opp. [kulumoe](kulumoe_1), village)",ngogoro_1,,,,,,,,,,,,,,,
SN001710,be overgrown by nature,ngogoro_2,,,,,,,,,,,,,,,place
SN001711,snore,LX000324,,,,,,,,,,,,,,,
SN001712,oh! expression of surprise,o_1,,,,,,,,,,,,,,,
SN001713,sing,LX000325,,,,,,,,,,,,,,,
SN001714,"sing ‹a song, [buro](buro_1)›",LX000326,,,,,,,,,,,,,,,
SN001715,"seek, look for ‹s.o., s.th.›",LX000327,,,,,,,,,,,,,,,
SN001716,Oh! interjection coding for surprise,oi_1,,,,,,,,,,,,,ei_1,,
SN001717,"central part, trunk",oie_1,,,,,,,,,,,,,,,tree
SN001718,"size of body, stoutness",oie_1,,,,,,,,,,,,,,,s.o.
SN001719,"Striated heron, Mangrove heron",okae_1,,,,,,,,,,Butorides striatus,Ornith,,,,
SN001720,bamboo,oko_1,,,"Shorter variant of [okoro](okoro_1), used in some compound forms.",,,,,,,,,,,,
SN001721,k.o. bamboo,oko_mwaliko_1,,,,,,,,male bamboo,,Bambusa spp,Bot,,,,
SN001722,k.o. bamboo,oko_woko_1,,,,,,,,,,Bambusa spp,Bot,,,,
SN001723,bamboo,okoro_1,,,,,,,,,,Bambusa spp,Bot,,,,
SN001724,name of certain artefacts made of bamboo,okoro_1,,,,,,,,,,,,,jokoro_1,,
SN001725,"a heavy bamboo, used as a stamping tube. Singers of [buro bula okoro](buro_bula_okoro_1) ‘bamboo songs’ stamp ([~woi](LX000545)) the bamboo on the ground, thereby producing a deep sound as they sing along",okoro_1,,,,,,,,,,,Mus,,,,
SN001726,"a traditional knife made of bamboo; hence (modern) knife; bushknife, machete",okoro_1,,,,,,,,,,,,esp,,,
SN001727,variety of bamboo,okoro_moli_1,,,,,,,,empty (?) bamboo,,Bambusa spp,Bot,,,,
SN001728,"variety of bamboo, larger and stronger",okoro_mulusa_pine_1,,,,,,,,large-internode bamboo,,Bambusa spp,Bot,,,,
SN001729,"metal knife, esp. used for cooking, peeling, etc.",okoro_aplaka_1,,,It is called ‘small knife’ by comparison with the ordinary bushknife or machete.,,,,,small knife,,,,,,,
SN001730,"tendon, nerve",olaekuo_1,,,,,,,,,,,Anat,,,,
SN001731,coral,olawo_1,,,,,,,,,,Acroporidae spp,Sea,gen,,,
SN001732,sand,ole_1,,,,,,,,,,,,,,,
SN001733,area covered by sand; esp. sand beach,ole_1,,,,,,,,,,,,,LX000308,,
SN001734,fish or forage for seafood,LX000328,,,,,,,,,,,,gen,,,
SN001735,frizzy,ome_1,ero_3,,,,,,,,,,,,,,head hair
SN001736,vine; string,ome_2,,,,,,,,,,,,,tero_1 ; tenuro_1,,
SN001737,"kingfish, trevally",on_menuko_1,,,,,,,,friendly fish,66c407d81fc9d09daa0c92241779f121,Carangidae spp,Fish,gen,,,
SN001738,Bluefin trevally,on_menuko_1,,,,,,,,,,Caranx melampygus,Fish,esp,,,
SN001739,my (relative): form of the possessive classifier used for kin terms with a 1st singular possessor,one_1,enone_1 ; enaka_1,,,,,,,,,,Gram,,,,
SN001740,"your (food+): form of the possessive classifier used for food, tools, customary possessions etc. ([enaka](enaka_1)*), with a 2 singular possessor (see [eo](eo_1))",ono_1,,,,,,,,,,,Gram,,,,
SN001741,Bluespot mullet,onole_1,,,,,,,,,,Valamugil seheli,Fish,,,,
SN001742,Barracuda,onoro_1,,,,,,,,,edd9a1dd419dbb1e09d49a730fac70dd,Sphyraena genie,Fish,,,,
SN001743,smaller variety of barracuda,onoro_woro_1,,,,,,,,,,,,,,,
SN001744,Green Jobfish,onpuro_1,,,,,,,,,,Aprion virescens,Fish,,,,
SN001745,"jump, leap",LX000329,,,,,,,,,,,,,,,
SN001746,"sago tree: shorter form of [otovo](otovo_1), used in some compounds",ote_1,,,,,,,,,,Metroxylon warburgii,Bot,,,,
SN001747,Royal Albatros,otelo_1,,,,,,,,,,Diomedea epomophora,Ornith,,,,
SN001748,sago tree (Arecaceae),otovo_1,,,,,,,,,,Metroxylon warburgii ; Metroxylon salomonense,Bot,,ote_1,,
SN001749,"sago leaves, esp. used for roofing houses",otovo_1,,,,,,,,,45dadb65b5c4f934e7abd2e9d559f865,,,meton,,,
SN001750,"thatch, roof of a house, typic. made of sago leaves",otovo_1,,,,,,,,,,,,meton,,,
SN001751,"variety of sago tree, characterised by a smaller trunk and smooth leaf sheaths",otovo_kangilo_1,,,,,,,,,,Metroxylon warburgii,Bot,,,,
SN001752,"variety of sago tree, characterised by a larger trunk and spiny leaf sheaths",otovo_kotekote_1,,,,,,,,spiny sago,,Metroxylon rumphii,Bot,,,,
SN001753,bark,LX000330,,,,,,,,,,,,,,,dog
SN001754,steam,ova_1,,,,,,,,,ade81f05357789c9c7be3805808dc4b0,,,,,,
SN001755,"know ‹s.o., s.th.›; be aware (that, [~ko](LX000166))",LX000331,LX000292,,,,,,,,,,,,,,
SN001756,"understand, recognise",LX000331,,,,,,,,,,,,,,dynamic,
SN001757,"know how to; hence be able (to, [pe](pe_3))",LX000331,LX000292,,Synt.: The subordinate verb can be either Realis or Irrealis.,,,,,,,,,,,,
SN001758,be allowed to,LX000331,,,,,,,,,,,,,,,
SN001759,may (do V),LX000331,,,,,,,,,,,,,,epistemic modality,
SN001760,"be prone (to, [pe](pe_3)); do V habitually; used to (do)",LX000331,,,,,,,,,,,,,,,
SN001761,recognize,LX000332,,,,,,,,,,,,,,after perception verb V1,
SN001762,Reef Heron,ovene_1,,,,,,,,,7cdd37d5b00346fbdf0f2ea710139afc,Ardea sacra ; Egretta sacra,Ornith,,,,
SN001763,"Reef Heron, dark variety or phase",ovene_boro_1,,,,,,,,black heron,,,,,,,
SN001764,"Reef Heron, white variety or phase",ovene_koro_1,,,,,,,,white heron,,,,,,,
SN001765,"be slow; take a long time, drag on",LX000333,kiane_1,,,,,,,,,,,,,,
SN001766,(do V) for too long,LX000334,,,,,,,,,,,,,,,
SN001767,"bubble up, gurgle, boil",LX000335,,,,,,,,,,,,,,,liquid
SN001768,liver,owene_1,,,,,,,,,,,Anat,,owo_1,,
SN001769,liver,owo_1,,,,,,,,,,,Anat,,owene_1,,
SN001770,k.o. of wild kava,owopana_1,,,,,,,,,,Piperaceae spp.,Bot,,,,hot liver
SN001771,non-productive suffix indicating plural on some personal pronouns,-pa_1,,,,,,,,,,,,,,,
SN001772,paint ‹s.th.›,LX000336,,,,,,,,,,,,,,,
SN001773,the Paiu river,Paeu_1,,,,,,,,,,,,,,,
SN001774,"Paeu or Paiu, a village on the southwest coast of Banie island, where the Paiu river meets the sea",Paeu_1,,,,,,,,,,,Geo,,,,
SN001775,Convict Surgeonfish,paiuko_1,,,,,,,,,,Acanthurus triostegus,Fish,,,,
SN001776,"Pakare, a village close to Lale, on the west coast of Banie island",Pakare_1,,,,,,,,,,,,,,,
SN001777,"Northerly wind, blowing between [Tokoloutu](Tokoloutu_1) and [Tokolau](Tokolau_1)",Palapu_1,,,,,,,,,,,Naut,,,,
SN001778,"hot, burning",pana_1,medigo_1,,,,,,,,,,,,,,s.th.
SN001779,feel hot,pana_1,LX000256,,,,,,,,,,,,,,body
SN001780,heat,pana_2,,,,,,,,,,,,,,,
SN001781,split ‹s.th.›,LX000337,,,,,,,,,,,,,,,
SN001782,sweat,panavono_1,,,,,,,,heat of weather,,,,,,,
SN001783,carry ‹child+› on o.'s back (vs. [~tabe](LX000397) ‘carry on o.'s chest’),LX000338,,,,,,,,,,,,,,,
SN001784,"whistle, esp. to call out to s.o.",LX000339,,,,,,,,,,,,,,,
SN001785,originating from ‹a place›,pe_1,,,,,,,,,,,,,,spatial meaning,
SN001786,from ‹a certain time›,pe_1,,,,,,,,,,,,,,temporal meaning,
SN001787,"due to, because of ‹s.th., s.o.›",pe_1,,,,,,,,,,,,,,causal meaning,
SN001788,because,pe_2,,,,,,,,,,,,,,causal linker,
SN001789,indeed. Discourse particle linking two pragmatically redundant clauses; often not translated,pe_2,,,,,,,,,,,Disc,hence,,clause-initial,
SN001790,"relativiser: that, which, who",pe_3,,,,,,,,,,,,,po_1,,
SN001791,"relativiser, commonly used in lexical compounds involving verbs",pe_3,,,,,,,,,,,,esp,,,
SN001792,“be someone who”: construction turning an action predicate into a habitual characteristic,pe_3,,,,,,,,,,,,,,used in predicates,
SN001793,"complementizer after certain verbs, esp. with modal meaning (can; cannot; be good; be bad; be suitable+)",pe_3,,,,,,,,,,,,somet,,,
SN001794,"when, as",pe_3,,,,,,,,,,,,rare,,in protasis,
SN001795,irrealis subject prefix for “Dislocutive” plural: 1st exclusive or 2nd person,pe-_1,pi-_1,,,,,,,,,,,,,,
SN001796,"irrealis, 1st exclusive plural subject (see [kupa](kupa_1)): I and they",pe-_1,,,,,,,,,,,,,,,
SN001797,"irrealis, 2nd plural subject (see [kaipa](kaipa_1)): you all",pe-_1,,,,,,,,,,,,,,,
SN001798,"rejoice ‹o.s.›: be happy, merry, satisfied",LX000340,LX000390,,,,,,,,,,,,,,
SN001799,"be fond (of, [ñe](LX000313)), like",LX000340,,,,,,,,,,,,,,,
SN001800,happy…! Used in greetings and wishes,li-pe_idi_1,,,,,,,,we rejoice ourselves…,,,,,,,
SN001801,"be jealous, envious (of s.o., [ñe](LX000313)); sulk",LX000341,,,,,,,,,,,,,,,
SN001802,of. Linker encoding various semantic relations between two nouns,peini_1,ie_3,,,,,,,,,,Gram,,,between two nouns,
SN001803,"(X) from (Y), associated with",peini_1,,,,,,,,,,,,,pe_1,,
SN001804,(X) characterised by (Y),peini_1,,,,,,,,,,,,,,,
SN001805,(X) about (Y),peini_1,,,,,,,,,,,,,tevie_teve_1,,
SN001806,"of, about (doing)",peini_1,,,,,,,,,,,,rare,,+ clause,
SN001807,"of it, its, their – used with inanimates",peini_2,,,,,,,,,,,Gram,,,anaphoric,
SN001808,pertain to; be suitable for,peini_3,,,,,,,,,,,,,,,
SN001809,so that,peini_me_1,,,,,,,,of that,,,,,,,
SN001810,"k.o. tree with unedible, small round fruit clustered together; probably:",peko_1,,,,,,,,,,Ficus aspera,Bot,,,,
SN001811,"fishing net, tradit. made with rope from coconut fibres ([tenuro](tenuro_1)*)",pele_1,,,,,,,,,,,,,,,
SN001812,when? in the past,penanga_1,minga_1,,,,,,,,,,,,,,
SN001813,"men: irregular plural of [mwalikote](mwalikote_1) ‘man, male’",penuo_1,,,Morph.: Almost always preceded by plural clitic [da=](LX000079).,,,,,,,,,,,,
SN001814,yesterday,pepane_1,nanana_1,,,,,,,,,,,,,,
SN001815,the day before yesterday; two days ago,pepane_iote_1,,,,,,,,the other yesterday,,,,,woiote_1,,
SN001816,realis subject prefix for “Dislocutive” plural: 1st exclusive and 2nd person,pi-_1,pe-_1,,,,,,,,,,,,,,
