ID,Language_ID,Headword,Part_Of_Speech,1st_Person_SG,3rd_Person_SG,Contains,Entry_IDs,Etymology,Heterosemes,Lovono_Equivalent,Main_Entry,Morphology,Orthographic_Variant,Paradigm_Form,Phonetic_Form,Reduplication_Form,Tanema_Equivalent,Variant_Form
Tetawo_1,tkw,Tetawo,toponym,,,,,,,,,(?) [tev’ tawo](LX000433) ‘northwest’,,,tetawo,,Tetawo,Tawo
piene_adapa_Tetawo_1,tkw,piene adapa Tetawo,noun,,,Tetawo_1,,,,,,,,,,,puiene adato pe Tetawo,
tete_1,tkw,tete,numeral,,,,tivi_1,POc: *tolu,,telu,,,,,tete,,ao,
tete_2,tkw,tete,noun,,,,,,,,,,,,tete,,,
LX000429,tkw,~tetele,"verb, intransitive",,,,,,LX000430,,,Contraction of [~teli utele](LX000426) ‘plant a stem → begin’,,,(i·)tetele,,,
LX000430,tkw,~tetele,"verb, transitive",,,,,,LX000429,,,,,,(i·)tetele,,,
Tetevo_1,tkw,Tetevo,toponym,,,,,,,,,,,,tetevo,,,
teuko_1,tkw,teuko,noun,,,,iula_teuko_1 ; kangele_teuko_1 ; LX000328,,,namatau,,,,,teuko,,,
LX000431,tkw,~ioi teuko,verb-object idiom,,,teuko_1,,Polynesian: te uka 'fishing line',,,,,,,,,,
teulao_1,tkw,teulao,noun,,,,,,,,,,,,teulao,,,
Teulu_1,tkw,Teulu,proper noun,,,,ngiro_1,Vaeakau-Taumako: te Ulu 'wind from southwest',,,,,,,teulu,,,
teulungo_1,tkw,teulungo,noun,,,,,"Vaeakau-Taumako: te ulunga 'headrest, pillow'",,,,,,,teuluŋo,,,
teune_1,tkw,teune,noun,,,,,PPn: *te fune,,,,,,,teune,,,
LX000432,tkw,tev’ iu,locative,,,,,,,leve ngau,,[tevie](tevie_1) + [iu](iu_1),,,teviu,,iu,
LX000433,tkw,tev’ tawo,locative,,,,,,,leve lenu,,[tevie](tevie_1) + [tawo](tawo_1),,,teftawo,,,
teva_1,tkw,teva,numeral,,,,tivi_1,POc: *pat,,tava,,,,,teva,,ava,
tevalvalo_1,tkw,tevalvalo,noun,,,,bou_1,"Polynesian: te valovalo 'a tree, Premna sp.' ; PPn: *walowalo",,,,,,,tevalvalo,,,
teve_1,tkw,teve,preposition,,,,tevie_1 ; samame_1 ; LX000418 ; LX000537,,,wate,,Cf. [tevie](tevie_1) ‘side’,,,teve,,ao,tev‘
teve_tilu_1,tkw,teve tilu,adverb,,,teve_1,,,,,,,,,,,,
LX000434,tkw,~teve,"verb, intransitive",,,,,,,,,,,,(i·)teve,,,
teveliko_1,tkw,teveliko,noun,,,,,POc: *tapuRiq,,,,,,,teveliko,,lavlika,
tevie_1,tkw,tevie,noun,,,,tevie_teve_1,,,leve,,,,,tevie,,lavele,
LX000435,tkw,tevie… tevie…,adverb,,,tevie_1,,,,,,,,,,,,
tevie_teve_1,tkw,tevie teve,noun,,,,,,,,,,,,tevie teve,,lavele ao,tevie tev‘
teviri_1,tkw,teviri,noun,,,,kuo_1,,,,,[tevie](tevie_1) ‘side’ + [viri](viri_1) ‘rear’,,,tefiri,,,
teviumu_1,tkw,teviumu,noun,,,,kuo_1,,,,,[tevie](tevie_1) ‘side’ + [~iumu](LX000127) ‘come first’,,,teviumu,,,
tiaume_1,tkw,tiaume,noun,,,,kuo_1,,,,,,,,tjaume,,,tiame
tiave_1,tkw,tiave,noun,,,,,,,,,,,,tiave,,,
tiawo_1,tkw,tiawo,noun,,,,,,,,,,,,tjawo,,,
tibi_1,tkw,tibi,numeral,,,,tivi_1,POc: *ᵐbitu,,tebi,,,,,tiᵐbi,,oibi,totibi
tidi_1,tkw,tidi,numeral,,,,tivi_1,POc: *siwa,,tadu,,,,,tiⁿdi,,suaidi,
tiei_1,tkw,tiei,interjection,,,,,,,,,"Cf. [tieli](tieli_1) ‘brother, sister’",,,ʧei,,,tieli
tieli_1,tkw,tieli,"noun, kinship",,,,,POc: *taci 'younger same-sex sibling',,,,,,1s: tili' one ; 2s: tilio ; 3s: tieli,ʧeli,,e,
LX000436,tkw,~tigiri,"verb, oblique transitive",,,,,,,,,,,,(i·)tiᵑgiri,,,
tili_1,tkw,tili,numeral,,,,tivi_1,POc: *lima,,teli,,,,,tili,,leli,
tilio_1,tkw,tilio,"noun, kinship",,,,pie_1,,,alu / mwene,,,,1s: tili' one ; 2s: tilio ; 3s: tieli* ; til’ iape: 3p ; tili’ adapa,tilio ; tilio,,"e, mwe(ne)",
tilu_1,tkw,tilu,numeral,,,,da-tilu_1 ; tivi_1,POc: *rua,,taru,,,,,tilu,,lalu,
tilu-tae_1,tkw,tilu-tae,numeral,,,,tivi_1,,,taru-taie,,[tilu](tilu_1) + [tae](tae_1),,,tilutae,,,tiltae
Tinakula_1,tkw,Tinakula,toponym,,,,,,,,,,,,tinakula,,,
tinakula_1,tkw,tinakula,noun,,,Tinakula_1,,,,,,,,,,,,
tivi_1,tkw,tivi,noun,,,,tivi_1 ; iune_1 ; tilu_1 ; tete_1 ; teva_1 ; tili_1 ; tuo_1 ; tibi_1 ; tua_1 ; tilu-tae_1 ; tidi_1 ; iune-tae_1 ; uluko_1 ; sangaulu_1 ; tamana_1 ; kwa-tilu_1 ; kwate_1 ; rea_1 ; imuo_1,POc: *pican 'how many',,tevi,,,,,tivi,,evi,
to_1,tkw,to,noun,,,,,POc: *topu,,lepie,,,,,to,,ova,
to_2,tkw,to,"noun, relational",,,,,,,,,,,,to,,,
ne_to_1,tkw,ne to,preposition,,,to_2,,,,,,,,,,,,
to_moro_1,tkw,to moro,noun,,,to_2,,,,,tomoro_1,,,,,,,
LX000437,tkw,~to,"verb, oblique transitive",,,,kuo_1,,,,,,,,(i·)to,,,
LX000438,tkw,~to,"verb, intransitive",,,,,,,,,,,,(i·)to,,,
LX000439,tkw,~tobo,"verb, intransitive",,,,,,LX000440 ; LX000441,,,,,,(i·)toᵐbo,,,
LX000440,tkw,~tobo,"verb, transitive",,,,LX000545,,LX000439 ; LX000441,,,,,,(i·)toᵐbo,,,
LX000441,tkw,~tobo,"verb, oblique transitive",,,,LX000301,,LX000439 ; LX000440,,,,,,(i·)toᵐbo,,,
LX000442,tkw,~tobo ñei,"verb, intransitive",,,,,,,,,(?) [~tobo](LX000441) ‘signal’ + [ñei](LX000314) ‘at it’,,,(i·)toᵐbo ɲei,,,~tobo ñe
toe_1,tkw,toe,noun,,,,,,,,,,,,toe,,,
LX000443,tkw,~toe,"verb, transitive",,,,LX000450 ; LX000064,,LX000444,~to,,,,,(i·)toe,,~teo,
LX000444,tkw,~toe,"verb, intransitive",,,,LX000043,POc: *taRaq,LX000443,~to,,,,,(i·)toe,,~teo,
tokape_1,tkw,tokape,noun,,,,,Tikopian: tokape,,,,,,,tokape,,,
Tokolau_1,tkw,Tokolau,proper noun,,,,ngiro_1,,,,,,,,tokolau,,,
Tokolau_Vakasiu_1,tkw,Tokolau Vakasiu,proper noun,,,Tokolau_1,,Vaeakau-Taumako: Tokelau ; POc: *tokolau,,,,[Vakasiu](Vakasiu_1),,,,,,
tokoli_1,tkw,tokoli,noun,,,,,,,,,,,,tokoli,,,
Tokoloutu_1,tkw,Tokoloutu,proper noun,,,,ngiro_1,Vaeakau-Taumako: te Tokelau Tu,,,,,,,tokoloutu,,,
tololoa_1,tkw,tololoa,noun,,,,,Polynesian: te toloa 'duck',,,,,,,tololoa,,,
tolosai_1,tkw,tolosai,noun,,,,tekume_1,,,,,,,,tolosai,,,
toloto_1,tkw,toloto,noun,,,,abwa_nga_toloto_1,,,,,,,,toloto,,,
toloto_ne_ngogoro_1,tkw,toloto ne ngogoro,noun,,,toloto_1,,Vaeakau-Taumako: te loto 'lake',,,,[toloto](toloto_1) + [ne](ne_1) + [ngogoro](ngogoro_1),,,,,,
LX000445,tkw,~tomoe,"verb, intransitive",,,,,,,,,,,,(i·)tomoe,,,~tomwoe
LX000446,tkw,~tomoli,"verb, intransitive",,,,,,,~ñaine,,,,,(i·)tomoli,,~role,
tomona_1,tkw,tomona,noun,,,,,Vaeakau-Taumako: te mona 'pudding',,temwona,,,,,tomona,,temwona,tomwona
tomoro_1,tkw,tomoro,noun,,,,moro_1,,,alara,,[to](to_2) ‘middle’ + [moro](moro_1) ‘day’,,,tomoro,,toia,
tomoro_wako_1,tkw,tomoro wako,noun,,,tomoro_1,,,,,,,,,,,,
LX000447,tkw,~tomwoe,"verb, intransitive",,,,,,,,LX000445,,,,(i·)tomʷoe,,,
tone_1,tkw,tone,noun,,,,jokoro_1,,,,,[~to](LX000437) + [-ne](-ne_1),,,tone,,,
tone_2,tkw,tone,noun,,,,LX000377,,,,,,,,tone,,,
tonea_1,tkw,tonea,noun,,,,,,,,,,,,tonea,,,
LX000448,tkw,toñaki,noun,,,,kuo_1,,,toñaki,,,,,toɲaki,,toñaki,
Tonga_1,tkw,Tonga,proper noun,,,,ngiro_1,Vaeakau-Taumako: te Tonga,,,,,,,toŋa,,,
tonge_1,tkw,tonge,noun,,,,,,,,,,,,toŋe,,,
tongo_1,tkw,tongo,noun,,,,,,,,,,,,toŋo,,tonge,
tongobe_1,tkw,tongobe,noun,,,,,,,lengore,,,,,toŋoᵐbe,,,
ka_tongobe_1,tkw,ka tongobe,noun,,,tongobe_1,,POc: *toŋoR 'mangrove',,ka lengore,,,,,,,,
tongolukilo_1,tkw,tongolukilo,noun,,,,uro_1 ; kunini_1,,,venugule,,,,,toŋolukilo,,tongeveila,
toplau_1,tkw,toplau,noun,,,,Toplau_mwa_gete_1,,,"mwagore, mwoe gore",,,,,toplau,,nalama agora,topulau
LX000449,tkw,Toplau ie daviñevi,toponym,,,toplau_1,,,,,,[toplau](toplau_1) + [ie](ie_1) + [daviñevi](LX000085),,,,,,
Toplau_mwa_gete_1,tkw,Toplau mwa gete,noun,,,,,,,,,[toplau](toplau_1) ‘club house’ + [ma](ma_3) ‘(home) to’ + [gete](gete_1) ‘youngster’,,,toplau mʷaᵑgete,,,
topola_1,tkw,topola,noun,,,,uie_luro_1,Polynesian: te pora 'plaited coconut leaves',,tepola,,,,,topola,,topola,
LX000450,tkw,~totoe,"verb, transitive",,,,,,,,,"Redup. [~toe](LX000443) ‘cut, chop’",,,(i·)totoe,,~teteo,
totokale_1,tkw,totokale,"noun, relational",,,,,,totokale_2,,,,,,totokale,,,
totokale_2,tkw,totokale,noun,,,,,Mota: totoɣale 'picture',totokale_1,,,,,,totokale,,,
LX000451,tkw,~totoñe,"verb, transitive",,,,LX000118,,,,,,,,(i·)totoɲe,,,
LX000452,tkw,~toulo,"verb, transitive",,,,LX000209,,,,,,,,(i·)toulo,,,
touro_1,tkw,touro,noun,,,,moko_1,(?) Vaeakau-Taumako: te ululu 'outer edge of reef where waves break',,laure,,,,,touro,,,
tove_1,tkw,tove,noun,,,,,,,,,,,,tove,,,
LX000453,tkw,~tovi,"verb, intransitive",,,,,,,,,,,,(i·)tovi,,,
tovokowo_1,tkw,tovokowo,noun,,,,telango_1,(?) PolynesianNone,,,,,,,tovokowo,,,tevokowo
tua_1,tkw,tua,numeral,,,,tivi_1,POc: *walu,,tapwa,,,,,tua,,ebisoa,
LX000454,tkw,~tuku,"verb, transitive",,,,LX000210,,LX000455,,,,,,(i·)tuku,,,
LX000455,tkw,~tuku,"verb, reflexive",,,,,,LX000454,,,,,,(i·)tuku,,,
tuo_1,tkw,tuo,numeral,,,,tivi_1,POc: *onom,,tawo,,,,,tuo,,o,
LX000456,tkw,~u,"verb, transitive",,,,,,,,,,,,(i·)u,,~bobo,
u-_1,tkw,u-,subject prefix,,,,,,,ku-,,,,,,,go-,
ubuko_1,tkw,ubuko,noun,,,,,,,,,,,,uᵐbuko,,,
udo_1,tkw,udo,noun,,,,,,,punga,,,,,uⁿdo,,uda,
udo_pe_i-ako_1,tkw,udo pe i-ako,noun,,,udo_1,,,,,,,,,,,,
udo_pe_li-vo_1,tkw,udo pe li-vo,noun,,,udo_1,,,,,,,,,,,,
udo_vaiene_1,tkw,udo vaiene,noun,,,udo_1,,,,,,,,,,,,
udo_vakaero_1,tkw,udo vakaero,noun,,,udo_1,,,,,,,,,,,,
udo_we_tadoe_2,tkw,udo we tadoe,noun,,,udo_1,,POc: *pudi,,,,,,,,,,
LX000457,tkw,~udu,"verb, intransitive",,,,LX000348,,,~pwo,,,,,(i·)uⁿdu,,~udue,
uie_1,tkw,uie,"noun, relational",,,,,,,nugia,,,,,uje,,lele,
LX000458,tkw,uie baliñoe,noun,,,,,,,,,,,,uje ᵐbaliɲoe,,,
uie_luro_1,tkw,uie luro,noun,,,,mawene_1 ; temabete_1 ; temamene_1 ; topola_1 ; telau_1 ; tebekuma_1 ; tekate_1 ; teili_1 ; bauluko_1,,,,,[uie](uie_1) + [luro](luro_1),,,ujeluro,,,
uie_puluko_1,tkw,uie puluko,noun,,,,,,,,,[uie](uie_1) ‘leaves’ + [puluko](puluko_1) ‘betel’,,,ujepuluko,,,
ukiliro_1,tkw,ukiliro,adjective,,,,,,,,,,,,ukiliro,,,
uko_1,tkw,uko,noun,,,,,,,wauka,,,,,uko,,wouka,
mada_uko_2,tkw,mada uko,noun,,,uko_1,,POc: *kutu,,,,,,,,,,
uku_1,tkw,uku,"noun, kinship",,,,,,,epu,,,,1s: uk' one ; 3s: uk' iape,uku,,,
LX000459,tkw,~uku,"verb, intransitive",,,,,,,,,,,,(i·)uku,,,
ule_1,tkw,ule,noun,,,,kasule_1,,,,,,,,ule,,,
ule_uie_wopine_1,tkw,ule uie wopine,noun,,,ule_1,,"POc: *puRe 'beach creeper, prototypically Ipomoea pes-caprae'",,,,,,,,,,
uluko_1,tkw,uluko,numeral,,,,tivi_1,POc: *puluq,,uluka,,,,,uluko,,dongolo,
unuo_1,tkw,unuo,noun,,,,,POc: *panako 'steal',,,,[~punuo](LX000354) ‘steal’,,,unuo,,,
LX000460,tkw,uña,quantifier,,,,,,,,,,,,uɲa,,lali,
LX000461,tkw,uñebe,noun,,,,,,,,,,,,uɲeᵐbe,,,
uo_1,tkw,uo,noun,,,,none_1,POc: *qupi,,upie,,,,,uo,,uva,
uo_2,tkw,uo,noun,,,,,,,upie,,,,,uo,,,
upa_1,tkw,upa,possessive,,,,enaka_1,,,amitore,,,,,upa,,amuto,
upa_2,tkw,upa,possessive,,,,one_1,,,,,,,,upa,,,
urene_1,tkw,urene,adjective,,,,,,urene_2,,,,,,urene,,,
urene_2,tkw,urene,noun,,,,,,urene_1,,,,,,urene,,,
urene_wako_1,tkw,urene wako,interjection,,,urene_2,,,,,,,,,,,,
uro_1,tkw,uro,noun,,,,enaka_1 ; beniawo_1 ; iawo_1,,,,,,,,uro,,,
uta_1,tkw,uta,"noun, relational",,,,,,,,,,,,uta,,,
uta_aele_1,tkw,uta aele,"noun, relational",,,uta_1,,,,,,,,,,,,
utaugo_1,tkw,utaugo,noun,,,,,,,,,,,,utauᵑgo,,,
utedie_1,tkw,utedie,"noun, relational",,,,LX000490,,,,,(?) [utele](utele_1) ‘base’ + [die](die_1) ‘bone; spine’,,,uteⁿdie,,(vas)dele,
utele_1,tkw,utele,"noun, relational",,,,waluko_1,,,utale,,,,,utele,,utela,
uvilo_1,tkw,uvilo,noun,,,,,,,katone,,,,,uvilo,,ivala,
va_1,tkw,va,aspect,,,,,,,,vana_1,,,,fa,,,
LX000462,tkw,~vagasi,"verb, transitive",,,,,,LX000463,~pagaka,,,,,(i·)vaᵑgasi,,~apeto,
LX000463,tkw,~vagasi,"2nd verb, intrans.",,,,,,LX000462,~pagaka,,,,,(i·)vaᵑgasi,,~apeto,
vagumia_1,tkw,vagumia,"noun, relational",,,,,"POc: *kumi 'chin, beard'",,,,,,,faᵑgumia,,,
LX000464,tkw,~vai,"verb, transitive",,,,,,,~lube,,,,,(i·)vai,,~oba,
vakaboro_1,tkw,vakaboro,noun,,,,,,,,,,,,fakaᵐboro,,,
vakaboro_2,tkw,vakaboro,noun,,,,,,,,,,,,fakaᵐboro,,,
Vakasiu_1,tkw,Vakasiu,proper noun,,,,ngiro_1,(?) Tikopian: te Fakatiu ; PPn: *faka-tiu 'northwest wind',,,,,,,fakasiu,,,
LX000465,tkw,~valangia,"verb, transitive",,,,LX000203,,,~valaña,,,,,(i·)valaŋia,,~valaña,
vana_1,tkw,vana,aspect,,,,i-wene_i-wene_1,,,,,,,,fana,,vana,van ; va
Vanikoro_1,tkw,Vanikoro,toponym,,,,,,,,,,,,fanikoro,,,
vangana_1,tkw,vangana,noun,,,,,,,,,,,,faŋana,,,
vao_1,tkw,vao,adjective,,,,,,vao_2,vao,,,,,fao,,va,
vao_2,tkw,vao,noun,,,,,,vao_1,vao,,,,,fao,,va,
variale_1,tkw,variale,noun,,,,,,,,,,,,fariale,,,
vava_1,tkw,vava,noun,,,,kuo_1,,,,,,,,fafa,,,
LX000466,tkw,~ve,"verb, intransitive",,,,,,,~wo,ive_1,,,,(i·)ve,,~ja,
LX000467,tkw,~ve,"verb, intransitive",,,,,,LX000468,~ve,,,,,(i·)ve,,~vi,
LX000468,tkw,~ve,"verb, transitive",,,,,,LX000467,~ve,,,,,(i·)ve,,~vi,
vebe_1,tkw,vebe,noun,,,,,,,,,,,,feᵐbe,,,
vebe_mata-diro_1,tkw,vebe mata-diro,noun,,,vebe_1,,,,,,,,,,,,
vede_1,tkw,vede,noun,,,,,POc: *padran,,,,,,,feⁿde,,,
LX000469,tkw,~vei,"verb, transitive",,,,,"POc: *patuR 'tie, plait, weave (mats, baskets +)'",,,,,,,(i·)vei,,~vae,
veiebe_1,tkw,veiebe,noun,,,,,,,,,,,,fejeᵐbe,,,
veiko_1,tkw,veiko,adjective,,,,,,,veika,,,,,feiko,,veika,
vekai_1,tkw,vekai,noun,,,,mama_2,,,,,,,,fekai,,,
vele_1,tkw,vele,interrogative,,,,,,,mene,,,,,fele,,vane,
velebie_1,tkw,velebie,noun,,,,,POc: *Rabia 'starch',,,,,,,feleᵐbie,,,
LX000470,tkw,~velei,"verb, intransitive",,,,,,,~pelei,,,,,(i·)velei,,~vili,
velesebe_1,tkw,velesebe,noun,,,,,,,,,,,,feleseᵐbe,,,
velia_1,tkw,velia,adjective,,,,amoso_1 ; momoso_1,,,velia,,,,,felia,,velia,
Veluko_1,tkw,Veluko,toponym,,,,tamate_1,,,,,,,,feluko,,,
LX000471,tkw,~vene,"verb, intransitive",,,,tetavene_1,,LX000472,"~vene, ~ne",,,,,(i·)vene,,~vano,
LX000472,tkw,~vene,"2nd verb, intrans.",,,,,,LX000471,"~vene, ~ne",,,,,(i·)vene,,~vano,
LX000473,tkw,~venei,"verb, transitive",,,,LX000239 ; LX000474 ; LX000095,,,,,[~vene](LX000471) ‘go up’,,,(i·)venei,,,
vengela_1,tkw,vengela,adjective,,,,,,,wakure,,,,,feŋela,,vakoura,
vese_1,tkw,vese,"noun, relational",,,,mobo_3 ; LX000030,,,,,,,,fese,,vase,
vese_ma_1,tkw,vese ma,noun,,,vese_1,,,,,vesema_1,,,,,,,
vese_piene_1,tkw,vese piene,noun,,,vese_1,,,,,vesepiene_1,,,,,,,
vesema_1,tkw,vesema,"noun, relational",,,,,,,,,[vese](vese_1) ‘element’ + [ma](ma_1) ‘arm’,,,fesema,,vasme,
vesepiene_1,tkw,vesepiene,noun,,,,piene_1,,,,,[vese](vese_1) + [piene](piene_1),,,fesepiene,,,
vesevelae_1,tkw,vesevelae,noun,,,,,,,,,Cf. [vese](vese_1),,,fesefelae,,,
LX000474,tkw,~vesu,"verb, transitive",,,,LX000498,,LX000475,,,Cf. (?) [~vene](LX000471) ‘go up’,,,(i·)vesu,,,
LX000475,tkw,~vesu,"verb, intransitive",,,,,,LX000474,,,,,,(i·)vesu,,,
LX000476,tkw,~vesu bavede,verb-object idiom,,,LX000474,kuo_1,,,,,,,,,,,
LX000477,tkw,~vete,"verb, transitive",,,,LX000477 ; LX000478 ; LX000276 ; LX000045 ; LX000493 ; LX000528 ; LX000517 ; LX000154 ; LX000157 ; LX000165 ; LX000502,,,~vele,,,,,(i·)vete,,"~wo, ~po",
LX000478,tkw,~vete piene,verb-object idiom,,,,,,,~vele mwamwane,,,,,(i·)vete piene,,~po puiene,~vet’ piene
veve_1,tkw,veve,noun,,,,,,,,,,,,feve,,,
vewo_1,tkw,vewo,noun,,,,,,,,,,,,fewo,,,
LX000479,tkw,~vi,"verb, transitive",,,,LX000017 ; LX000382,,,,,,,,(i·)vi,,,
LX000480,tkw,~vi,"verb, transitive",,,,,,,~vi,,,,,(i·)vi,,,
LX000481,tkw,~vi nuduro,verb-object idiom,,,LX000480,,,,,,[~vi](LX000480) + [nuduro](nuduro_2),,,,,,
via_1,tkw,via,"noun, relational",,,,viavia_1,POc: *pulu,,uie,,,,,fia,,vele,
via_2,tkw,via,noun,,,,,,,awia,,,,,fia,,ve,
LX000482,tkw,~via,"verb, intransitive",,,,meviro_1,,,,,,,,(i·)via,,,
viabasa_1,tkw,viabasa,"noun, relational",,,,viavia_1 ; viabasa_1 ; moloe_1 ; bworobworo_1 ; LX000162 ; ero_3 ; pwelele_1 ; ome_1 ; LX000076 ; LX000075,,,uiebasa,,[via](via_1) + [basa](basa_1),,,fiaᵐbasa,,vel(e)base,vabasa
LX000483,tkw,~viaene,"verb, transitive",,,,,,,,LX000484,,,,(i·)fiaene,,,
LX000484,tkw,~viane,"verb, transitive",,,,LX000349 ; LX000057,,,~piaine,,,,,(i·)viane,,~vini,~viaene
viapwene_1,tkw,viapwene,noun,,,,,,,,,,,,fiapʷene,,,
viavia_1,tkw,viavia,noun,,,,via_1,,,uieuie,,Redup. [via](via_1),,,fiafia,,velevele,
vidiviko_1,tkw,vidiviko,"noun, relational",,,,,,,vidika,,,,,fiⁿdifiko,,vadivika,vidiko
vidiviko_ne_aele_1,tkw,vidiviko ne aele,"noun, relational",,,vidiviko_1,,,,,,,,,,,,vidiko ne ale
vidonge_1,tkw,vidonge,noun,,,,,,,,,,,,fiⁿdoŋe,,,
vijele_1,tkw,vijele,noun,,,,jokoro_1,,,,,,,,fiᶮɟele,,,
Viji_1,tkw,Viji,toponym,,,,,,,,,,,,fiᶮɟi,,,
viko_1,tkw,viko,noun,,,,savene_1 ; LX000391,,,veika,,,,,fiko,,veika,
vili_1,tkw,vili,noun,,,,,,,vili,,,,,fili,,vili,
LX000485,tkw,~vili,"verb, transitive",,,,,POc: *piri 'twist',,,,,,,(i·)vili,,,
Vilimoe_1,tkw,Vilimoe,toponym,,,,,,,,,,,,filimoe,,,
vilisa_1,tkw,vilisa,"noun, relational",,,,namolo_1,,,,,,,1s: vilisa ene ; 2s: vilisa eo,filisa,,,
vilisa_revo_1,tkw,vilisa revo,noun,,,,revo_1,,,,,,,,filisa.revo,,,
vilisao_1,tkw,vilisao,noun,,,,apono_1,,vilisao_2,visipure,,,,,filisao,,,vilsao
vilisao_2,tkw,vilisao,proper noun,,,,,,vilisao_1,visipure ; Visipure,,,Vilisao,,filisao,,Vilisao,vilsao
vilitoe_1,tkw,vilitoe,noun,,,,,,,,,,,,filitoe,,,
vilo_1,tkw,vilo,noun,,,,vilo_1 ; wowo_1 ; oie_1 ; utele_1 ; kara_1 ; ela_1 ; mengela_1 ; mana_1 ; delesa_1 ; uie_1 ; vese_1 ; wa_1 ; bele_1 ; LX000087 ; LX000423 ; LX000141 ; LX000444 ; LX000068,,,kuile,,,,,filo,,veila,
LX000486,tkw,~vilu,"verb, intransitive",,,,LX000486 ; LX000219 ; LX000132 ; LX000408 ; LX000288 ; LX000187 ; LX000052 ; LX000549 ; LX000514 ; LX000476 ; LX000356,,,~lavao,,,,,(i·)vilu,,~au,
vinoe_1,tkw,vinoe,noun,,,,,,,,,,,,finoe,,,
LX000487,tkw,viñaviña,adjective,,,,,,,,,,,,fiɲafiɲa,,,
LX000488,tkw,viñe,"noun, relational",,,,,,LX000489,viñe,,,,,fiɲe,,vagela,
LX000489,tkw,viñe,adjective,,,,,,LX000488,viñe,,,,,fiɲe,,vagela,
LX000490,tkw,viñe anuele,noun,,,LX000488,,,,,,,,,,,,
LX000491,tkw,viñe basa,"noun, relational",,,LX000488,,,,,,,,,,,,
LX000492,tkw,viñevi,noun,,,,,POc: *pine 'woman',,,LX000085,,,,fiɲevi,,,
LX000493,tkw,~viñi,"verb, transitive",,,,,,,~puñi,,,,,(i·)viɲi,,~puña,
LX000494,tkw,~vio,"verb, intransitive",,,,beiuko_1,,LX000495,~pia,,,,,(i·)vio,,~veo,
LX000495,tkw,~vio,"2nd verb, intrans.",,,,LX000474,,LX000494,~pia,,,,,(i·)vio,,~veo,
LX000496,tkw,~vio teve,"verb, oblique transitive",,,LX000494,,,,,,[~vio](LX000494) ‘stand’ + [teve](teve_1) ‘with’,,,,,,
vioe_1,tkw,vioe,noun,,,,avtebe_1,POc: *piRaq 'Alocasia macrorrhiza',,piwe,,,,,fioe,,ve,
vioe_die_1,tkw,vioe die,noun,,,,,,,,,,,,fioe ⁿdie,,,vioe die
vioe_peini_revo_1,tkw,vioe peini revo,noun,,,,vilisa_revo_1,,,,,,,,fioe peini revo,,,
vioe_talabao_1,tkw,vioe talabao,noun,,,,,,,,,,,,fioe talaᵐbao,,ve talabao,
viomoro_1,tkw,viomoro,noun,,,,uro_1 ; iawo_1,,,,,,,,fiomoro,,,
viri_1,tkw,viri,locative,,,,teviri_1,,viri_2,,,,,,firi,,,
viri_2,tkw,viri,noun,,,,,,viri_1,,,,,,firi,,,
viro_1,tkw,viro,noun,,,,,POc: *piRu,,vire,,,,,firo,,visara,
viro_2,tkw,viro,noun,,,,moko_1,,,,,analogy of shape w. [viro](viro_1) (?),,,firo,,,
visibaele_1,tkw,visibaele,"noun, relational",,,,,,,,,Cf. [aele](aele_1) ‘leg’,,,fisiᵐbaˈele,,basagela,
visiboko_1,tkw,visiboko,noun,,,,voko_1,,,,,,,,fisiᵐboko,,,
visingele_1,tkw,visingele,"noun, relational",,,,,,,,,,,,fisiŋele,,vasingele,vesengele
visone_1,tkw,visone,noun,,,,visone_1 ; diro_1 ; puro_1 ; malebu_1 ; agilo_1 ; tabuluburi_1 ; LX000319 ; LX000532 ; LX000125 ; LX000188 ; LX000538,POc: *pusuR,,,,,,,fisone,,,
vitoko_1,tkw,vitoko,adjective,,,,ka_vitoko_kape_1,,,vateoko,,,,,fitoko,,vatako,votoko ; v'toko ; v'to
vivi_1,tkw,vivi,noun,,,,,,,,,,,,fivi,,,
vivilo_1,tkw,vivilo,noun,,,,avtebe_1,,,,,,,,fifilo,,peire,
LX000497,tkw,~vo,"verb, transitive",,,,LX000538,,,,,,,,(i·)vo,,,
LX000498,tkw,~vo,"verb, transitive",,,,,,,,,(?) [~vo](LX000497),,,(i·)vo,,,
LX000499,tkw,~vo mwa tanoe,verb-object idiom,,,LX000498,,,,,,,,,,,,
LX000500,tkw,~vo,"verb, transitive",,,,,,,,,,,,(i·)vo,,,
LX000501,tkw,~vo,"verb, transitive",,,,LX000087,,,,,(?) Cf. [~vo](LX000500) ‘tie’,,,(i·)vo,,,
LX000502,tkw,~vodo,"verb, transitive",,,,LX000165,,,~vodo,,,,,(i·)voⁿdo,,~vado,
voko_1,tkw,voko,noun,,,,,POc: *patu,,,,,,,foko,,,
LX000503,tkw,~vokoiu,"verb, transitive",,,,LX000004,,,,,,,,(i·)vokoju,,~vae,
vonila_1,tkw,vonila,noun,,,,bwogo_1,,,akaileve,,Contraction [vono](vono_1) + [~la](LX000197),,,fonila,,uvilave,
Vono_1,tkw,Vono,toponym,,,,,,,Vana,,[vono](vono_1),,,fono,,,
vono_1,tkw,vono,noun,,,,temaka_1 ; kulumoe_1 ; aero_1 ; marama_1,POc: *panua,,venelue,,,,,fono,,,
Vonovono_1,tkw,Vonovono,toponym,,,,,,,,,Redup. [vono](vono_1),,,fonofono,,,
