ID,Language_ID,Headword,Part_Of_Speech,1st_Person_SG,3rd_Person_SG,Contains,Entry_IDs,Etymology,Heterosemes,Lovono_Equivalent,Main_Entry,Morphology,Orthographic_Variant,Paradigm_Form,Phonetic_Form,Reduplication_Form,Tanema_Equivalent,Variant_Form
leibo_1,tkw,leibo,noun,,,,,,,,,,,,leiᵐbo,,leiba,
leka_1,tkw,leka,"noun, kinship",,,,,,,,,,,1s: lek' one ; 2s: leka ; 3s: lek' iape,leka,,,
lekele_1,tkw,lekele,noun,,,,asodo_1,,,venugale,,,,,lekele,,vanungola,
lema_1,tkw,lema,"noun, relational",,,,,,,rume,,,,,lema,,ele / añe,
ne_lema_1,tkw,ne lema,preposition,,,lema_1,,POc: *lalom,,ne rume,,,,,,,ini añe,
LX000225,tkw,~lemisi,"verb, intransitive",,,,,,,,,,,,(i·)lemisi,,,
LX000226,tkw,~lemoli,"verb, intransitive",,,,moli_1,,,~lemoli,,,,,(i·)lemoli,,~lamano,~le moli
LX000227,tkw,leñe,noun,,,,,,,,,,,,leɲe,,,
LX000228,tkw,~lengi,"verb, transitive",,,,LX000365,,LX000229,~lengi,,,,,(i·)leŋi,,~lange,
LX000229,tkw,~lengi,"verb, intransitive",,,,,"POc: *roŋoR 'hear, feel'",LX000228,~lengi,,,,,(i·)leŋi,,~lange,
leve_1,tkw,leve,noun,,,,,POc: *Raᵐbia 'starch',,,,,,,leve,,,
li-_1,tkw,li-,subject prefix,,,,,,,le(pe)-,,,,,li,,giti-,
LX000230,tkw,~lipu,"verb, intransitive",,,,,,,,,,,,(i·)lipu,,~pura,
lo_1,tkw,lo,noun,,,,nengele_moe_1,,,,,,,,lo,,,
loko_1,tkw,loko,noun,,,,,,,,,,,,loko,,,
LX000231,tkw,~loko,"verb, transitive",,,,LX000194 ; LX000203,,,~roka,,,,,(i·)loko,,~lak(o)u,
lokoudo_1,tkw,lokoudo,noun,,,,,,,,,,,,lokouⁿdo,,,
lone_1,tkw,lone,noun,,,,,,,,,,,,lone,,,
longe_1,tkw,longe,noun,,,,iawo_1,,,,,,,,loŋe,,lange,
longo_1,tkw,longo,noun,,,,uo_1,,,ovie,,,,,loŋo,,wova,
loro_1,tkw,loro,noun,,,,,,,,,,,,loro,,,
LX000232,tkw,~loro,"verb, intransitive",,,,LX000357,,,,,[loro](loro_1),,,(i·)loro,,~po,
lotoko_1,tkw,lotoko,noun,,,,,,,,,,,,lotoko,,,
loubo_1,tkw,loubo,noun,,,,,,,walaumie,,,,,louᵐbo,,louba,
loubo_antebe_1,tkw,loubo antebe,noun,,,,,,,,,[loubo](loubo_1) ‘crab’ + [antebe](antebe_1) ‘mud’,,,louᵐbo anteᵐbe,,,
loubo_kilo_1,tkw,loubo kilo,noun,,,,konge_1,,,labware,,[loubo](loubo_1) ‘crab’ + [kilo](kilo_1) ‘blind’,,,louᵐbo kilo,,,
loubo_we_matiki_1,tkw,loubo we matiki,noun,,,,,,,,,,,,louᵐbo we matiki,,,
louboaido_1,tkw,louboaido,noun,,,,,,,,,[loubo](loubo_1) ‘crab’ + (?),,,louᵐb(o)aiⁿdo,,louba aida,loubo aido ; loub’ aido ; loubaido
LX000233,tkw,~lovei,"verb, intransitive",,,,LX000368,,,,,,,,(i·)lovei,~lolovei,,
lovia_1,tkw,lovia,noun,,,,,,,,,,,,lovia,,,
lovia_vono_1,tkw,lovia vono,noun,,,,,,,,,,,,lovia fono,,,
lovia_vono_iote_1,tkw,lovia vono iote,noun,,,lovia_vono_1,,,,,,,,,,,,
Lovoko_1,tkw,Lovoko,toponym,,,,,,,,,"Cf. [voko](voko_1) ‘stone, rock’",,,lovoko,,,
Lovono_1,tkw,Lovono,toponym,,,,,Lovono: Vana,,Vana,,Cf. [Vono](Vono_1),,,lovono,,,
LX000234,tkw,~lu,"verb, transitive",,,,,,,,,,,,(i·)lu,,~lu,
LX000235,tkw,~lu,"verb, transitive",,,,,,,,,,,,(i·)lu,,,
LX000236,tkw,~lu bete,verb-object idiom,,,LX000235,,,,,,,,,,,,
LX000237,tkw,~lubi,"verb, intransitive",,,,,,LX000238,,,,,,(i·)luᵐbi,,,
LX000238,tkw,~lubi,"verb, transitive",,,,,,LX000237,,,,,,(i·)luᵐbi,,,
luene_1,tkw,luene,"noun, relational",,,,,,,,,,,,luene,,,
LX000239,tkw,~lui,"verb, transitive",,,,LX000239 ; LX000138 ; LX000182 ; LX000152 ; LX000473 ; LX000007,,,~lawoi,,,,,(i·)lui,,~lao,~luoi
lukilo_1,tkw,lukilo,noun,,,,uie_1,,,,,,,,lukilo,,,
lukilo_vekai_1,tkw,lukilo vekai,noun,,,,,,,,,,,,lukilo fekai,,,
LX000240,tkw,~lukubi,"verb, intransitive",,,,,,,,,,,,(i·)lukuᵐbi,,,
lumobo_1,tkw,lumobo,noun,,,,,,,,,,,,lumoᵐbo,,,
lupanade_1,tkw,lupanade,noun,,,,buro_1,,,,,,,,lupanaⁿde,,,
luro_1,tkw,luro,noun,,,,laro_1 ; luro_1 ; mata_luro_1 ; buia_luro_1 ; mana_luro_1 ; ela_2 ; abwaro_1 ; kangele_1 ; tele_1 ; lamwaro_1 ; teipu_1 ; bauluko_1 ; baro_1 ; uie_luro_1 ; LX000158 ; iadiro_1 ; tenuro_1 ; labaro_1 ; manave_1 ; nuko_1 ; laba_luro_1 ; LX000055 ; LX000234 ; LX000469,POc: *niuR,,vedue,,,,,luro,,vadua,
lusa_1,tkw,lusa,"noun, relational",,,,,,,,,,,1s: lusa ene ; 2s: lusa eo,lusa,,,
ma_1,tkw,ma,"noun, relational",ma ene,ma ini,,,POc: *lima,,me,,,,,ma,,me,
ma_2,tkw,ma,"noun, relational",,,,,,ma_3,,,,,,ma,,ake,mwa
ma_3,tkw,ma,possessive,,,,mam_1,POc: *Rumaq,ma_2,,,,,,ma,,ake,mwa
LX000241,tkw,~ma,"verb, intransitive",,,,,(?) POc: *mamasa 'dry',,,,,,,(i·)ma,,~ko'o,
mabere_1,tkw,mabere,noun,,,,,,,,,,,,maᵐbere,,,
LX000242,tkw,~mabie,"verb, intransitive",,,,LX000345,,,,,,,,(i·)maᵐbie,,,
LX000243,tkw,~mabui,"verb, intransitive",,,,,,LX000244,,,,,,(i·)maᵐbui,,~mabui,
LX000244,tkw,~mabui,"2nd verb, intrans.",,,,,,LX000243,,,,,,(i·)maᵐbui,,~mabui,
mabukaia_1,tkw,mabukaia,"noun, relational",,,,uta_1,,,,,,,,maᵐbukaia,,,
mada_uko_1,tkw,mada uko,noun,,,,uko_1,,,,,,,,maⁿda uko,,,
LX000245,tkw,~madau,"verb, intransitive",,,,,POc: *matakut,,~mwatau,,,,,(i·)maⁿdau,,~mwadau,
LX000246,tkw,~made,"verb, transitive",,,,LX000068 ; LX000118,,,,,,,,(i·)maⁿde,,,
madebe_1,tkw,madebe,noun,,,,,,,,,,,,maⁿdeᵐbe,,,
madele_1,tkw,madele,noun,,,,kanamuko_1,,,,,,,,maⁿdele,,majane,
mademene_1,tkw,mademene,noun,,,,,,,,,,,,maⁿdemene,,,
maga_1,tkw,maga,"noun, relational",,,,LX000030,,,,,,,,maᵑga,,,
maga_voko_1,tkw,maga voko,noun,,,maga_1,tekilikili_1,,,,,,,,,,,
magobe_1,tkw,magobe,adjective,,,,,,,,,,,,maᵑgoᵐbe,,,
LX000247,tkw,~maili,"verb, intransitive",,,,,,,~kawa,,,,,(i·)maili,,~ka,
LX000248,tkw,~maili,"verb, transitive",,,,LX000388,,,,,,,,(i·)maili,,,~mali
maiuko_1,tkw,maiuko,noun,,,,,,,,,,,,majuko,,,
LX000249,tkw,~mako,"verb, intransitive",,,,makone_1,Polynesian: *mako,,~mako,,,,,(i·)mako,,~mako,
LX000250,tkw,~makoe,"verb, intransitive",,,,LX000043 ; LX000004,,,,,,,,(i·)makoe,~mamakoe,,
makone_1,tkw,makone,noun,,,,,,,,,[~mako](LX000249) + [-ne](-ne_1),,,makone,,makone,
LX000251,tkw,~makui,"verb, intransitive",,,,,,,,,,,,(i·)makui,,,
makumoso_1,tkw,makumoso,noun,,,,,,,,,"Cf. [moso](moso_1) ‘ripe, old’",,,makumoso,,,
Malangune_1,tkw,Malangune,noun,,,,,,,,,,,,malaŋune,,,
malebu_1,tkw,malebu,noun,,,,visone_1,,,,,,,,maleᵐbu,,,
LX000252,tkw,~maliawo,"verb, intransitive",,,,iawo_1,,,,,[~maili](LX000248) ‘light’ + [iawo](iawo_1) ‘fire’,,,(i·)maliawo,,,
maluo_1,tkw,maluo,noun,,,,,POc: *maqurip,,,,[~maluo](LX000253),,,,,,
LX000253,tkw,~maluo,"verb, intransitive",,,,,POc: *maqurip,,~milipie,,,,,(i·)maluo,,~mag(i)liva,
mam_1,tkw,mam,"noun, relational",,,,,,,,ma_3,Contraction [moe](moe_1) + [ma](ma_3),,,mam,,,
mam_tadoe_1,tkw,mam tadoe,noun,,,mam_1,,,,,moe_ma_tadoe_2,[mam](mam_1) + [tadoe](tadoe_1),,,,,,
mama_1,tkw,mama,"noun, relational",,,,,,,mama,LX000425,,,,mama,,mama,
mama_2,tkw,mama,noun,,,,LX000539,,,,,,,,mama,,,
LX000254,tkw,~mamabe,"verb, intransitive",,,,LX000337,,,,,,,,(i·)mamaᵐbe,,,
LX000255,tkw,~mamakoe,"verb, intransitive",,,,LX000004,,,,LX000250,Redup. [~makoe](LX000250),,,(i·)mamakoe,,,
mamdeuko_1,tkw,mamdeuko,noun,,,,,,,,,,,,mamdeuko,,mamdauka,
viavia_mamdeuko_1,tkw,viavia mamdeuko,noun,,,mamdeuko_1,,,,,,"[viavia](viavia_1) ‘hair, feathers’ + [mamdeuko](mamdeuko_1) ‘Honeyeater’",,,,,,
LX000256,tkw,~mamei,"verb, intransitive",,,,medigo_1,,,,,,,,(i·)mamei,,,
mamote_1,tkw,mamote,particle,,,,LX000257,,mamote_2,mwa(melu),,,,,mamote,,mamo,mate
mamote_2,tkw,mamote,predicative,,,,,,mamote_1,mwa(melu),,,,,mamote,,mamo,mate
LX000257,tkw,mamote… tae,construction,,,,,,,,,[mamote](mamote_1) ‘still’ + [tae](tae_1),,,,,,mate… tae
mana_1,tkw,mana,"noun, relational",,,,,,,,,,,,mana,,mane,
mana_vilo_1,tkw,mana vilo,noun,,,mana_1,,,,,,,,,,,,
mana_luro_1,tkw,mana luro,noun,,,,,,,,,[mana](mana_1) + [luro](luro_1),,,mana luro,,mane vadua,
manave_1,tkw,manave,noun,,,,luro_1,,,,,,,,manave,,,
mane_1,tkw,mane,noun,,,,,,,,,,,,mane,,mene,
manoko_1,tkw,manoko,noun,,,,LX000189,,,,,,,,manoko,,,
LX000258,tkw,mañoka,noun,,,,,Eng: manioca ; Portuguese: mandioca,,,,,,,maɲoka,,,manioka
mangamanga_1,tkw,mangamanga,noun,,,,,,,,,,,,maŋamaŋa,,,
marama_1,tkw,marama,noun,,,,,Mota: marama 'world',,,,,,,marama,,,
maro_1,tkw,maro,locative,,,,LX000149,,,mwaroa,,,,,maro,,mero,
masabuko_1,tkw,masabuko,noun,,,,,,,,,,,,masaᵐbuko,,,
masasa_1,tkw,masasa,"noun, relational",,,,waero_1,,,merene,,,,,masasa,,,
mata_1,tkw,mata,"noun, relational",,,,,POc: *mata,,mala,,,,,mata,,kamae,
mata_ero_1,tkw,mata ero,n,,,mata_1,,,,,,mata_1‒8 + [ero](ero_1),,,,,,
LX000259,tkw,~mata,"verb, transitive",,,,,,,,,,,,(i·)mata,,,
mata_bute_1,tkw,mata bute,noun,,,,,,,,,,,,mata ᵐbute,,,
mata_eo_1,tkw,mata eo,interjection,,,,,,mata_eo_2,,,[mata](mata_1) + [eo](eo_1),,,mateo,,,mat’ eo
mata_eo_2,tkw,mata eo,construction,,,,,,mata_eo_1,,,,,,mateo,,,mat’ eo
mata_luro_1,tkw,mata luro,noun,,,,luro_1,,,mala vedue,,[mata](mata_1) + [luro](luro_1),,,mata luro,,mae vadua,
mata_moe_1,tkw,mata moe,noun,,,,,,,,,[mata](mata_1) ‘opening’ + [moe](moe_1) ‘house’,,,matamoe,,,
mata_mwaele_1,tkw,mata mwaele,noun,,,,,,,,,[mata](mata_1) + [mwaele](mwaele_1),,,mata mʷaele,,,
Mata_Teva_1,tkw,Mata Teva,proper noun,,,,tamate_1,,,,,[mata](mata_1) + [teva](teva_1),,,mata teva,,,
Mata_Tilu_1,tkw,Mata Tilu,proper noun,,,,tamate_1,,,,,[mata](mata_1) + [tilu](tilu_1),,,mata tilu,,,
matabuko_1,tkw,matabuko,noun,,,,,,,,,Cf. [mata](mata_1) ‘opening’,,,mataᵐbuko,,,
Matabuko_iadapa_Lovono_1,tkw,Matabuko iadapa Lovono,toponym,,,matabuko_1,,,,,,,,,,,,
matabulugo_1,tkw,matabulugo,noun,,,,,,,,,,,,mataᵐbuluᵑgo,,,
matagese_1,tkw,matagese,noun,,,,,,,,,,,,mataᵑgese,,,
mataiko_1,tkw,mataiko,noun,,,,,,,,,Cf. (?) [mata](mata_1) ‘opening’,,,mataiko,,,
matailo_1,tkw,matailo,noun,,,,,,,pie,,Cf. [mata](mata_1) ‘opening’,,3s: matailo iape,matailo,,pipi,
matakilo_1,tkw,matakilo,noun,,,,,,,mala-vegise,,[mata](mata_1) + [kilo](kilo_1),,,matakilo,,kamae-vae,
matamulue_1,tkw,matamulue,noun,,,,,,,,,,,,matamulue,,,
matamulue_vao_1,tkw,matamulue vao,noun,,,matamulue_1,,,,,,,,,,,,
LX000260,tkw,mataña,noun,,,,,,,uie,,Cf. [mata](mata_1),,,mataɲa,,tonge,
matapiene_1,tkw,matapiene,noun,,,,imaluo_1,,,,,[mata](mata_1) (?) + [piene](piene_1) (?),,,matapiene,,,
mataruene_1,tkw,mataruene,noun,,,,,,,,,[mata](mata_1) + [ruene](ruene_1),,,mataruene,,marone,matarone
aero_ne_matarone_1,tkw,aero ne matarone,noun,,,mataruene_1,,,,,,,,,,,,
matasigo_1,tkw,matasigo,noun,,,,,,,,,,,,matasiᵑgo,,,
matavo_1,tkw,matavo,noun,,,,iaero_1,,,malave,,,,,matavo,,,
mate_1,tkw,mate,particle,,,,,,,,mamote_1,,,,mate,,,
mateaki_1,tkw,mateaki,noun,,,,,,,,,,,,maʧaki,,,
matiki_1,tkw,matiki,noun,,,,kanimoro_1,,,,,,,,matiki,,,
Matiki_Moro_1,tkw,Matiki Moro,noun,,,matiki_1,,,,,,[matiki](matiki_1) + [moro](moro_1),,,,,,
Matiki_Bwogo_1,tkw,Matiki Bwogo,noun,,,matiki_1,,,,,,[matiki](matiki_1) + [bwogo](bwogo_1),,,,,,
mavanga_1,tkw,mavanga,"noun, relational",,,,,,,,,,,,mavaŋa,,,
mave_1,tkw,mave,noun,,,,,,,,,,,,mave,,,
mawene_1,tkw,mawene,noun,,,,temabete_1 ; uie_luro_1,,,,,,,,mawene,,,
me_1,tkw,me,coordinator,,,,,,,,,,,,me,,,
me_2,tkw,me,subordinator,,,,me_kape_1,,me_3,me,,,,,me,,me,
me_3,tkw,me,preposition,,,,,,me_2,me,,,,,me,,me,
me_4,tkw,me,possessive,,,,,POc: *ma-,,me,,,,,me,,me,
me_5,tkw,me,intensifier,,,,,,,,,,,,me,,,
me_kape_1,tkw,me kape,subordinator,,,,LX000173,,,,,[me](me_2) + [kape](kape_1),,,me kape,,,
mebele_1,tkw,mebele,noun,,,,,,,,,,,,meᵐbele,,mabale,
mebeli_1,tkw,mebeli,noun,,,,,POc: *ᵐbeᵐbe,,mebeli,,,,,meᵐbeli,,,
LX000261,tkw,~mede,"verb, transitive",,,,temounu_1 ; LX000126,,,,,,,,(i·)meⁿde,,,
medebe_1,tkw,medebe,adjective,,,,moso_1,,,,,,,,meⁿdeᵐbe,,,
medigo_1,tkw,medigo,adjective,,,,,POc: *maⁿriⁿriŋ,,meniga,,,,,meⁿdiᵑgo,,midiga,
mediro_1,tkw,mediro,noun,,,,,,,,,,,,meⁿdiro,,,
megilo_1,tkw,megilo,noun,,,,iolulu_1,,,,,,,,meᵑgilo,,,
melevele_1,tkw,melevele,noun,,,,apono_1,,,,,,,,melevele,,,
vilo_peini_melevele_1,tkw,vilo peini melevele,noun,,,melevele_1,,,,,,,,,,,,
melevoko_1,tkw,melevoko,noun,,,,gilita_1,,,,,,,,melefoko,,,
LX000262,tkw,~meli,"verb, intransitive",,,,,,,~meli,,,,,(i·)meli,,~male,
melia_1,tkw,melia,noun,,,,,,,,,"Cf. [~meli](LX000262) ‘hurt, be painful’",,,melia,,,
meliko_1,tkw,meliko,noun,,,,,,,melika,dameliko_1,,,,meliko,,uneida,
memia_1,tkw,memia,"noun, relational",,,,,,,,,,,,memia,,mimie,
memia_matailo_1,tkw,memia matailo,noun,,,memia_1,,,,,,[memia](memia_1) + [matailo](matailo_1),,,,,,
memia_2,tkw,memia,adjective,,,,,,,,,,,,memia,,,
LX000263,tkw,men’ ie anuele,noun,,,,,,,,,[menu](menu_1) + [ie](ie_1) + [anuele](anuele_1),,,menje anwele,,,
LX000264,tkw,~mene,"verb, intransitive",,,,,,,~sapene,,,,,(i·)mene,,,
menu_1,tkw,menu,noun,,,,,,,apali / nisili ; apali ; nisili,,,,1s: menu one ; 2s: men’ iono ; 3s: men’ iape,menu,,weku,men’
menuko_1,tkw,menuko,noun,,,,kuo_1,POc: *manuk,,menuka,,,,,menuko,,manuke,
menuko_2,tkw,menuko,noun,,,,tieli_1,,,menuka,,,,,menuko,,,
LX000265,tkw,meñeviro,adjective,,,,,POc: *manipis,,mevire,,,,,meɲeviro,,meviri,
mengela_1,tkw,mengela,"noun, relational",,,,pongo_1,,,,,,,,meŋela,,,
metae_1,tkw,metae,particle,,,,,,metae_2,metaie,,[me](me_2) (?) + [tae](tae_1),,,metae,,"taea, taeia",
metae_2,tkw,metae,predicative,,,,,,metae_1,metaie,,,,,metae,,"taea, taeia",
LX000266,tkw,~metei,"verb, transitive",,,,LX000290,,LX000267,,,,,,(i·)metei,,,~mete
LX000267,tkw,~metei,"verb, reflexive",,,,,,LX000266,,,,,,(i·)metei,,,~mete
metele_1,tkw,metele,noun,,,,ebieve_1,"&#60; (?): °mataula ; POc: *mata 'eye, spot' ; *pulan'moon'",,mele,,,,,metele,,maloula,
meteliko_1,tkw,meteliko,noun,,,,,,,,,,,,meteliko,,manlika,
LX000268,tkw,~metelu,"verb, intransitive",,,,,,,~mwelesu,,,,,(i·)metelu,,,
metene_1,tkw,metene,adjective,,,,,,,menene,,,,,metene,,madene,
mevele_1,tkw,mevele,noun,,,,,,,,,,,,mevele,,,
mevia_1,tkw,mevia,"noun, relational",,,,,,,,,,,1s: mevia ene ; 3s: mevia ini,mevia,,move,
LX000269,tkw,~re mevia,"verb, reflexive",,,mevia_1,,,,,,[~re](LX000358) + [mevia](mevia_1),,,,,~re move,
meviko_1,tkw,meviko,noun,,,,,,,,,,,,meviko,,daluba,
meviko_lekele_1,tkw,meviko lekele,noun,,,meviko_1,,,,,,,,,,,,
meviko_takataka_1,tkw,meviko takataka,noun,,,,,,,,,,,,meviko.takataka,,,
meviro_1,tkw,meviro,noun,,,,LX000482,,,,,,,,mefiro,,,
LX000270,tkw,~mi,"verb, intransitive",,,,,POc: *mimiR,,~mimi,,,,,(i·)mi,,~mimi,
miakaia_1,tkw,miakaia,"noun, relational",,,,,,,,,,,,miakaja,,maskae,
mibile_1,tkw,mibile,noun,,,,,,,,,,,,miᵐbile,,,
mie_1,tkw,mie,"noun, relational",,,,,,mie_2,,,,,,mie,,maskae,
mie_2,tkw,mie,predicative,,,,,,mie_1,,,,,,mie,,maskae,
mijaka_1,tkw,mijaka,postverb,,,,,,,mañoko,amjaka_1,,,,miᶮɟaka,,magako,
LX000271,tkw,~mikae,"verb, intransitive",,,,LX000133 ; LX000466,,LX000272,"~wo, ~ñese",,Cf. [~kae](LX000133) ‘do how?’,,,(i·)mikae,,~jive,~mukae
LX000272,tkw,~mikae,"verb, transitive",,,,,,LX000271,"~wo, ~ñese",,,,,(i·)mikae,,~jive,~mukae
miko_1,tkw,miko,noun,,,,LX000515,,,,,,,,miko,,,
mikodo_1,tkw,mikodo,noun,,,,,,,,,,,,mikoⁿdo,,,
mimione_1,tkw,mimione,adjective,,,,,(?) POc: *[ma]Raqan 'light in weight',,mimiane,,,,,mimione,,mamiene,
mina_1,tkw,mina,preposition,,,,,,mina_2,mena,,,,,mina,,vade,
mina_2,tkw,mina,adverb,,,,,,mina_1,mena,,,,,mina,,vade,
LX000273,tkw,~mini,"verb, intransitive",,,,LX000321 ; LX000032,,LX000274,~mini,,,,,mini,,~mika,
LX000274,tkw,~mini,"2nd verb, intrans.",,,,LX000198,,LX000273,~mini,,,,,mini,,~mika,
minga_1,tkw,minga,interrogative,,,,,,minga_2,,,,,,miŋa,,,
minga_2,tkw,minga,locative,,,,,(?) POc: *ŋaican,minga_1,,,,,,miŋa,,,
miro_1,tkw,miro,noun,,,,,,,,,,,,miro,,,
mjaka_1,tkw,mjaka,postverb,,,,,,,,amjaka_1,,,,mᶮɟaka,,,
LX000275,tkw,~mnate,"verb, intransitive",,,,,,,,,,,,(i·)mnate,,,
mo_1,tkw,mo,particle,,,,LX000127,,,,,,,,mo,,,
LX000276,tkw,~mo,"verb, intransitive",,,,,,,~mu,,,,,(i·)mo,,,
LX000277,tkw,~mo korone,"verb, intransitive",,,LX000276,,,,,,[~mo](LX000276) ‘talk’ + [korone](korone_1) ‘strong’,,,,,,
LX000278,tkw,~mo labiou,"verb, intransitive",,,LX000276,,,,,,[~mo](LX000276) ‘talk’ + [labiou](labiou_1) ‘lengthy’,,,,,,
LX000279,tkw,~mo ~mabui,"verb, intransitive",,,LX000276,,,,,,[~mo](LX000276) ‘talk’ + [~mabui](LX000243) ‘be slow’,,,,,,
LX000280,tkw,~mo pine,"verb, intransitive",,,LX000276,,,,,,[~mo](LX000276) ‘talk’ + [pine](pine_1) ‘big’,,,,,,
LX000281,tkw,~mo susuko,"verb, intransitive",,,LX000276,,,,,,[~mo](LX000276) ‘talk’ + [susuko](susuko_1) ‘straight’,,,,,,
LX000282,tkw,~mo tamwase,"verb, intransitive",,,LX000276,,,,,,[~mo](LX000276) ‘talk’ + [tamwase](tamwase_1) ‘a lot’,,,,,,
mobo_1,tkw,mobo,noun,,,,,,mobo_2,kimwe,momobo_1,,,,moᵐbo,,mabo,
mobo_2,tkw,mobo,locative,,,,moro_iote_1,&#60;: °ᵐboᵐbo ; POc: *ᵐboŋi,mobo_1,kimwe,,,,,moᵐbo,,mabo,
mobo_3,tkw,mobo,noun,,,,,,,,,,,,moᵐbo,,valume,
LX000283,tkw,~mobo,"verb, intransitive",,,,,&#60;: °ᵐboᵐbo ; POc: *ᵐboRe,,,,,,,(i·)moᵐbo,,,
moboe_1,tkw,moboe,noun,,,,,,,,,,,,moᵐboe,,,
moboe_voko_1,tkw,moboe voko,noun,,,moboe_1,,,,,,,,,,,,
moboro_1,tkw,moboro,noun,,,,woworo_1 ; viapwene_1,,,,,,,,moᵐboro,,mwoila,
mobosigie_1,tkw,mobosigie,noun,,,,,,,,,,,,moᵐbosiᵑgie,,,
moe_1,tkw,moe,noun,,,,mata_moe_1 ; mataruene_1 ; ruene_1 ; telemoe_1 ; tokoli_1 ; tapaia_buioe_1 ; pwa_tokoli_1 ; ebele_moe_1 ; nengele_moe_1,POc: *Rumaq,,moe,,,,,moe,,nalama,mwoe
moe_etapu_1,tkw,moe etapu,noun,,,,,,,mwoe etapu,,[moe](moe_1) + [etapu](etapu_1),,,moetapu,,,mwoe etapu
moe_ma_tadoe_1,tkw,moe ma tadoe,noun,,,,,,,,,[moe](moe_1) + [ma](ma_2) + [tadoe](tadoe_1),,,moe ma taⁿdoe,,,mom tadoe ; mam tadoe
moioe_1,tkw,moioe,adjective,,,,LX000411,,,mesoe,,,,,moioe,,momea,
LX000284,tkw,~mokavase,"verb, intransitive",,,,LX000157,,,,,,,,(i·)mokavase,,,
moko_1,tkw,moko,noun,,,,,,,,,,,,moko,,,mwoko
moko_taniboro_1,tkw,moko taniboro,noun,,,moko_1,,,,,,,,,,,,
LX000285,tkw,~mokoiu,"verb, intransitive",,,,,POc: *maturuR,,~mepeu,,,,,(i·)mokoju,,~matou,
moli_1,tkw,moli,adjective,,,,,,moli_2,moli,,,,,moli,,mano,
moli_2,tkw,moli,postverb,,,,,,moli_1,moli,,,,,moli,,mano,
LX000286,tkw,~te moli,"verb, intransitive",,,moli_2,,,,,,[~te](LX000416) + [moli](moli_1),,,,,,
LX000287,tkw,~le moli,"verb, intransitive",,,moli_2,,,,,LX000226,,,,,,,
moloe_1,tkw,moloe,adjective,,,,,POc: *meRaq,,wamoene,,,,,moloe,,manobeila,
LX000288,tkw,~moloe,"verb, intransitive",,,,,,,~telu,,,,,(i·)moloe,,~l(u)mota,
molongo_1,tkw,molongo,adjective,,,,LX000043 ; LX000054,,,,,,,,moloŋo,,,
momobo_1,tkw,momobo,locative,,,,moro_1,,,mevetime,,Redup. [mobo](mobo_1),,,momoᵐbo,,mamabo,
momoso_1,tkw,momoso,noun,,,,emele_1 ; LX000492,POc: *matuqa,,memelue,,,,,momoso,,mamawe,
mona_1,tkw,mona,adjective,,,,,,mona_2,nasa pwene,,,,,mona,,nasa bwau,mwona
mona_2,tkw,mona,noun,,,,,,mona_1,nasa pwene,,,,,mona,,nasa bwau,mwona
monone_1,tkw,monone,noun,,,,enaka_1,,,manane,,,,,monone,,kolveila,
moro_1,tkw,moro,noun,,,,bogo_1 ; bwogo_1 ; moro_1 ; tomoro_1 ; vono_i-sodo_1 ; momobo_1 ; tomoro_wako_1 ; LX000217 ; LX000412 ; LX000197 ; vonila_1 ; nedemo_1 ; ne_bwogo_1 ; nobwogo_1 ; mobo_1 ; pepane_1 ; moro_iote_1 ; moro_waini_1,(?) POc: *ma-raqan 'daylight',,"mare, mware",,,,,moro,,,
moro_2,tkw,moro,noun,,,,,,,,,,,,moro,,,
moro_peini_pwa_motono_1,tkw,moro peini pwa motono,noun,,,moro_2,,,,,,[moro](moro_2) + [peini](peini_1) + [pwa motono](pwa_motono_1),,,,,,
moro_iote_1,tkw,moro iote,locative,,,,momobo_1,,,,,[moro](moro_1) + [iote](iote_1),,,moro.iote,,,
moro_waini_1,tkw,moro waini,locative,,,,,,,,,[moro](moro_1) + [waini](waini_1),,,moro waini,,,
moso_1,tkw,moso,adjective,,,,moso_1 ; LX000023 ; medebe_1 ; LX000289 ; LX000362,POc: *matuqa,,,,,,,moso,,,
moso_2,tkw,moso,adjective,,,,,POc: *mataqu,,leve vakane,,,,,moso,,lavele apika,
LX000289,tkw,~mote,"verb, intransitive",,,,moso_1,,,,,,,,(i·)mote,,,
motoe_1,tkw,motoe,adjective,,,,,POc: *mataq,,meloe,,,,,motoe,,"maja, majaia",
motomoro_1,tkw,motomoro,noun,,,,enone_1,,,,,,,,motomoro,,,
motono_1,tkw,motono,noun,,,,revo_1,,,,,,,,motono,,,mwotono
motoro_1,tkw,motoro,adjective,,,,,,,melure,,,,,motoro,,mwaura,
LX000290,tkw,~labu motoro,"verb, transitive",,,motoro_1,,,,,,[~labu](LX000203) + [motoro](motoro_1),,,,,,
motovo_1,tkw,motovo,noun,,,,voko_1,,,,,,,,motofo,,,
Ne_Motovo_Pine_1,tkw,Ne Motovo Pine,toponym,,,motovo_1,,,,,,,,,,,,
Ne_Motovo_Aplaka_1,tkw,Ne Motovo Aplaka,toponym,,,motovo_1,,,,,,,,,,,,
mou_1,tkw,mou,interjection,,,,LX000171 ; rema_1,,,mwau,,,,,mou,,"ma, mao",
mouro_1,tkw,mouro,noun,,,,,POc: *mauRi,,mwaure,,,,,mouro,,lavele luola,
mouro_2,tkw,mouro,"noun, relational",,,,,,,,,,,,mouro,,,
